"State","Condition","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
NM,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,92,"25, 26",10/01/2019,09/30/2020
NM,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",2,26,10/01/2019,09/30/2020
NM,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,58,26,10/01/2019,09/30/2020
NM,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,90,26,10/01/2019,09/30/2020
NM,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,80,26,10/01/2019,09/30/2020
NM,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,75,26,10/01/2019,09/30/2020
NM,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,86,26,10/01/2019,09/30/2020
NV,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,82,,10/01/2019,03/31/2020
NV,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,146,"25, 26",10/01/2019,09/30/2020
NV,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),168,"25, 26",10/01/2019,09/30/2020
NV,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),118,"25, 26",10/01/2019,09/30/2020
NV,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),131,"25, 26",10/01/2019,09/30/2020
NV,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),144,"25, 26",10/01/2019,09/30/2020
NV,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,282,25,10/01/2019,09/30/2020
NV,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),213,25,10/01/2019,09/30/2020
NV,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),182,25,10/01/2019,09/30/2020
NV,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),270,25,10/01/2019,09/30/2020
NV,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),332,25,10/01/2019,09/30/2020
NV,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,40,"25, 26",10/01/2019,09/30/2020
NV,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,"25, 26",01/01/2019,12/31/2019
NV,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,77,25,10/01/2019,09/30/2020
NV,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,84,26,01/01/2019,12/31/2019
NV,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2019,12/31/2019
NV,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,70,26,01/01/2019,12/31/2019
NV,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,57,"25, 26",10/01/2019,09/30/2020
NV,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",3,26,10/01/2019,09/30/2020
NV,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,61,26,10/01/2019,09/30/2020
NV,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,87,26,10/01/2019,09/30/2020
NV,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,75,26,10/01/2019,09/30/2020
NV,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,78,26,10/01/2019,09/30/2020
NV,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,92,26,10/01/2019,09/30/2020
NY,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,89,,10/01/2019,03/31/2020
NY,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,177,"25, 26",10/01/2019,09/30/2020
NY,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),220,"25, 26",10/01/2019,09/30/2020
NY,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),115,"25, 26",10/01/2019,09/30/2020
NY,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),165,"25, 26",10/01/2019,09/30/2020
NY,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),182,"25, 26",10/01/2019,09/30/2020
NY,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,307,25,10/01/2019,09/30/2020
NY,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),305,25,10/01/2019,09/30/2020
NY,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),206,25,10/01/2019,09/30/2020
NY,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),247,25,10/01/2019,09/30/2020
NY,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),339,25,10/01/2019,09/30/2020
NY,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,38,"25, 26",10/01/2019,09/30/2020
NY,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",01/01/2019,12/31/2019
NY,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,69,25,10/01/2019,09/30/2020
NY,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,87,26,01/01/2019,12/31/2019
NY,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2019,12/31/2019
NY,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,95,26,01/01/2019,12/31/2019
NY,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,71,"25, 26",10/01/2019,09/30/2020
NY,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",1,26,10/01/2019,09/30/2020
NY,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,54,26,10/01/2019,09/30/2020
NY,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,85,26,10/01/2019,09/30/2020
NY,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,72,26,10/01/2019,09/30/2020
NY,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,76,26,10/01/2019,09/30/2020
NY,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,83,26,10/01/2019,09/30/2020
OH,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,92,,10/01/2019,03/31/2020
OH,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,134,"25, 26",10/01/2019,09/30/2020
OH,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),142,"25, 26",10/01/2019,09/30/2020
OH,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),109,"25, 26",10/01/2019,09/30/2020
OH,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),141,"25, 26",10/01/2019,09/30/2020
OH,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),156,"25, 26",10/01/2019,09/30/2020
OH,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,234,25,10/01/2019,09/30/2020
OH,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),280,25,10/01/2019,09/30/2020
OH,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),223,25,10/01/2019,09/30/2020
