State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
NY,NY,2015,September,Psychostimulants with abuse potential (T43.6),37,41,100,0.353299982888605,
NY,NY,2015,October,Psychostimulants with abuse potential (T43.6),35,39,100,0.370757390028736,
NY,NY,2015,November,Psychostimulants with abuse potential (T43.6),34,38,100,0.395268873584544,
NY,NY,2015,December,Psychostimulants with abuse potential (T43.6),36,40,100,0.405174864941712,
NY,NY,2016,January,Psychostimulants with abuse potential (T43.6),45,50,100,0.408054734559884,
NY,NY,2016,February,Psychostimulants with abuse potential (T43.6),47,52,100,0.401251988301093,
NY,NY,2016,March,Psychostimulants with abuse potential (T43.6),46,51,100,0.409755896675624,
NY,NY,2016,April,Psychostimulants with abuse potential (T43.6),55,61,100,0.423488681208849,
NY,NY,2016,May,Psychostimulants with abuse potential (T43.6),61,68,100,0.437244124532077,
NY,NY,2016,June,Psychostimulants with abuse potential (T43.6),68,76,100,0.46476638018096,
NY,NY,2016,July,Psychostimulants with abuse potential (T43.6),72,81,100,0.483231157591057,
NY,NY,2016,August,Psychostimulants with abuse potential (T43.6),74,83,100,0.493710336031597,
NY,NY,2016,September,Psychostimulants with abuse potential (T43.6),76,86,100,0.514320911610718,
NY,NY,2016,October,Psychostimulants with abuse potential (T43.6),78,88,100,0.531216670768726,
NY,NY,2016,November,Psychostimulants with abuse potential (T43.6),85,96,100,0.540551566579634,
NY,NY,2016,December,Psychostimulants with abuse potential (T43.6),90,103,100,0.585221634975599,
NY,NY,2017,January,Psychostimulants with abuse potential (T43.6),85,97,100,0.575182393364212,Underreported due to incomplete data
NY,NY,2017,February,Psychostimulants with abuse potential (T43.6),92,104,100,0.574538856970064,Underreported due to incomplete data
NY,NY,2017,March,Psychostimulants with abuse potential (T43.6),100,113,100,0.566923107906714,Underreported due to incomplete data
NY,NY,2017,April,Psychostimulants with abuse potential (T43.6),101,114,100,0.557038529337698,Underreported due to incomplete data
NY,NY,2017,May,Psychostimulants with abuse potential (T43.6),107,120,100,0.548521508081886,Underreported due to incomplete data
NY,NY,2017,June,Psychostimulants with abuse potential (T43.6),108,121,100,0.539586383968868,Underreported due to incomplete data
NY,NY,2017,July,Psychostimulants with abuse potential (T43.6),113,128,100,0.525698004554712,Underreported due to incomplete data
NY,NY,2017,August,Psychostimulants with abuse potential (T43.6),119,135,100,0.511673171270053,Underreported due to incomplete data
NY,NY,2017,September,Psychostimulants with abuse potential (T43.6),123,140,100,0.511534603811434,Underreported due to incomplete data
NY,NY,2017,October,Psychostimulants with abuse potential (T43.6),129,146,100,0.5112206903492,Underreported due to incomplete data
NY,NY,2017,November,Psychostimulants with abuse potential (T43.6),126,141,100,0.504882881251949,Underreported due to incomplete data
NY,NY,2017,December,Psychostimulants with abuse potential (T43.6),126,140,100,0.497995991983968,Underreported due to incomplete data
NY,NY,2018,January,Psychostimulants with abuse potential (T43.6),133,151,100,0.567034410035514,Underreported due to incomplete data
NY,NY,2018,February,Psychostimulants with abuse potential (T43.6),132,151,100,0.635538519592461,Underreported due to incomplete data
NY,NY,2015,January,"Synthetic opioids, excl. methadone (T40.4)",248,265,100,0.278684278684279,
NY,NY,2015,February,"Synthetic opioids, excl. methadone (T40.4)",268,287,100,0.29460542444813,
NY,NY,2015,March,"Synthetic opioids, excl. methadone (T40.4)",298,320,100,0.306482096337539,
NY,NY,2015,April,"Synthetic opioids, excl. methadone (T40.4)",332,356,100,0.307379134860051,
NY,NY,2015,May,"Synthetic opioids, excl. methadone (T40.4)",354,380,100,0.313323869397688,
NY,NY,2015,June,"Synthetic opioids, excl. methadone (T40.4)",375,403,100,0.309032879071888,
NY,NY,2015,July,"Synthetic opioids, excl. methadone (T40.4)",404,435,100,0.322339436562791,
NY,NY,2015,August,"Synthetic opioids, excl. methadone (T40.4)",430,464,100,0.337756089691886,
NY,NY,2015,September,"Synthetic opioids, excl. methadone (T40.4)",457,495,100,0.353299982888605,
NY,NY,2015,October,"Synthetic opioids, excl. methadone (T40.4)",471,512,100,0.370757390028736,
NY,NY,2015,November,"Synthetic opioids, excl. methadone (T40.4)",515,563,100,0.395268873584544,
NY,NY,2015,December,"Synthetic opioids, excl. methadone (T40.4)",532,582,100,0.405174864941712,
NY,NY,2016,January,"Synthetic opioids, excl. methadone (T40.4)",569,623,100,0.408054734559884,
NY,NY,2016,February,"Synthetic opioids, excl. methadone (T40.4)",626,685,100,0.401251988301093,
NY,NY,2016,March,"Synthetic opioids, excl. methadone (T40.4)",671,735,100,0.409755896675624,
NY,NY,2016,April,"Synthetic opioids, excl. methadone (T40.4)",706,776,100,0.423488681208849,
NY,NY,2016,May,"Synthetic opioids, excl. methadone (T40.4)",751,827,100,0.437244124532077,
NY,NY,2016,June,"Synthetic opioids, excl. methadone (T40.4)",809,897,100,0.46476638018096,
NY,NY,2016,July,"Synthetic opioids, excl. methadone (T40.4)",856,952,100,0.483231157591057,
NY,NY,2016,August,"Synthetic opioids, excl. methadone (T40.4)",898,1001,100,0.493710336031597,
NY,NY,2016,September,"Synthetic opioids, excl. methadone (T40.4)",940,1053,100,0.514320911610718,
NY,NY,2016,October,"Synthetic opioids, excl. methadone (T40.4)",996,1119,100,0.531216670768726,
NY,NY,2016,November,"Synthetic opioids, excl. methadone (T40.4)",1038,1169,100,0.540551566579634,
NY,NY,2016,December,"Synthetic opioids, excl. methadone (T40.4)",1095,1245,100,0.585221634975599,
NY,NY,2017,January,"Synthetic opioids, excl. methadone (T40.4)",1160,1296,100,0.575182393364212,Underreported due to incomplete data
NY,NY,2017,February,"Synthetic opioids, excl. methadone (T40.4)",1194,1339,100,0.574538856970064,Underreported due to incomplete data
NY,NY,2017,March,"Synthetic opioids, excl. methadone (T40.4)",1246,1400,100,0.566923107906714,Underreported due to incomplete data
NY,NY,2017,April,"Synthetic opioids, excl. methadone (T40.4)",1272,1431,100,0.557038529337698,Underreported due to incomplete data
NY,NY,2017,May,"Synthetic opioids, excl. methadone (T40.4)",1336,1506,100,0.548521508081886,Underreported due to incomplete data
NY,NY,2017,June,"Synthetic opioids, excl. methadone (T40.4)",1386,1573,100,0.539586383968868,Underreported due to incomplete data
NY,NY,2017,July,"Synthetic opioids, excl. methadone (T40.4)",1423,1615,100,0.525698004554712,Underreported due to incomplete data
NY,NY,2017,August,"Synthetic opioids, excl. methadone (T40.4)",1444,1628,100,0.511673171270053,Underreported due to incomplete data
NY,NY,2017,September,"Synthetic opioids, excl. methadone (T40.4)",1488,1676,100,0.511534603811434,Underreported due to incomplete data
NY,NY,2017,October,"Synthetic opioids, excl. methadone (T40.4)",1480,1659,100,0.5112206903492,Underreported due to incomplete data
NY,NY,2017,November,"Synthetic opioids, excl. methadone (T40.4)",1455,1622,100,0.504882881251949,Underreported due to incomplete data
NY,NY,2017,December,"Synthetic opioids, excl. methadone (T40.4)",1453,1602,100,0.497995991983968,Underreported due to incomplete data
NY,NY,2018,January,"Synthetic opioids, excl. methadone (T40.4)",1430,1595,100,0.567034410035514,Underreported due to incomplete data
NY,NY,2018,February,"Synthetic opioids, excl. methadone (T40.4)",1379,1567,100,0.635538519592461,Underreported due to incomplete data
OH,OH,2015,January,Number of Deaths,115935,,100,0.006037866045629,
OH,OH,2015,February,Number of Deaths,116546,,100,0.006006212139413,
OH,OH,2015,March,Number of Deaths,116925,,100,0.005986743639085,
OH,OH,2015,April,Number of Deaths,117559,,100,0.005103820209427,
OH,OH,2015,May,Number of Deaths,117995,,100,0.006779948302894,
OH,OH,2015,June,Number of Deaths,118270,,100,0.005918660691638,
OH,OH,2015,July,Number of Deaths,118593,,100,0.005902540622128,
OH,OH,2015,August,Number of Deaths,118888,,100,0.00841127784133,
OH,OH,2015,September,Number of Deaths,119011,,100,0.01008310156204,
OH,OH,2015,October,Number of Deaths,119346,,100,0.01759589764215,
OH,OH,2015,November,Number of Deaths,119284,,100,0.020958385030683,
OH,OH,2015,December,Number of Deaths,118113,,100,0.026246052509038,
OH,OH,2016,January,Number of Deaths,117030,,100,0.025634452704435,
OH,OH,2016,February,Number of Deaths,117069,,100,0.02477171582571,
OH,OH,2016,March,Number of Deaths,117453,,100,0.025542131746316,
OH,OH,2016,April,Number of Deaths,117570,,100,0.025516713447308,
OH,OH,2016,May,Number of Deaths,117613,,100,0.023806892095262,
OH,OH,2016,June,Number of Deaths,117748,,100,0.024628868430886,
OH,OH,2016,July,Number of Deaths,117836,,100,0.024610475576225,
OH,OH,2016,August,Number of Deaths,117988,,100,0.0220361392684,
OH,OH,2016,September,Number of Deaths,118330,,100,0.020282261472154,
OH,OH,2016,October,Number of Deaths,118500,,100,0.017721518987342,
OH,OH,2016,November,Number of Deaths,118749,,100,0.021052808865759,
OH,OH,2016,December,Number of Deaths,119618,,100,0.030095804979184,
OH,OH,2017,January,Number of Deaths,120604,,100,0.029849756226991,Underreported due to incomplete data
OH,OH,2017,February,Number of Deaths,121164,,100,0.029711795582846,Underreported due to incomplete data
OH,OH,2017,March,Number of Deaths,121682,,100,0.028763498298844,Underreported due to incomplete data
OH,OH,2017,April,Number of Deaths,121844,,100,0.027904533665999,Underreported due to incomplete data
OH,OH,2017,May,Number of Deaths,122146,,100,0.02865423345832,Underreported due to incomplete data
OH,OH,2017,June,Number of Deaths,122469,,100,0.027762127558811,Underreported due to incomplete data
OH,OH,2017,July,Number of Deaths,122640,,100,0.028538812785388,Underreported due to incomplete data
OH,OH,2017,August,Number of Deaths,122884,,100,0.028482145763484,Underreported due to incomplete data
OH,OH,2017,September,Number of Deaths,123097,,100,0.02762049440685,Underreported due to incomplete data
OH,OH,2017,October,Number of Deaths,123048,,100,0.022755347506664,Underreported due to incomplete data
OH,OH,2017,November,Number of Deaths,123335,,100,0.021080796205457,Underreported due to incomplete data
OH,OH,2017,December,Number of Deaths,123887,,100,0.011300620726953,Underreported due to incomplete data
OH,OH,2018,January,Number of Deaths,124950,,100,0.019207683073229,Underreported due to incomplete data
OH,OH,2018,February,Number of Deaths,124742,,100,0.032066184605025,Underreported due to incomplete data
OH,OH,2015,January,Number of Drug Overdose Deaths,2829,2842,100,0.006037866045629,
OH,OH,2015,February,Number of Drug Overdose Deaths,2828,2841,100,0.006006212139413,
OH,OH,2015,March,Number of Drug Overdose Deaths,2843,2856,100,0.005986743639085,
OH,OH,2015,April,Number of Drug Overdose Deaths,2955,2968,100,0.005103820209427,
OH,OH,2015,May,Number of Drug Overdose Deaths,3054,3069,100,0.006779948302894,
OH,OH,2015,June,Number of Drug Overdose Deaths,3051,3065,100,0.005918660691638,
OH,OH,2015,July,Number of Drug Overdose Deaths,3128,3142,100,0.005902540622128,
OH,OH,2015,August,Number of Drug Overdose Deaths,3153,3169,100,0.00841127784133,
OH,OH,2015,September,Number of Drug Overdose Deaths,3196,3213,100,0.01008310156204,
OH,OH,2015,October,Number of Drug Overdose Deaths,3222,3243,100,0.01759589764215,
OH,OH,2015,November,Number of Drug Overdose Deaths,3298,3322,100,0.020958385030683,
OH,OH,2015,December,Number of Drug Overdose Deaths,3336,3363,100,0.026246052509038,
OH,OH,2016,January,Number of Drug Overdose Deaths,3398,3425,100,0.025634452704435,
OH,OH,2016,February,Number of Drug Overdose Deaths,3452,3479,100,0.02477171582571,
OH,OH,2016,March,Number of Drug Overdose Deaths,3542,3570,100,0.025542131746316,
OH,OH,2016,April,Number of Drug Overdose Deaths,3575,3603,100,0.025516713447308,
OH,OH,2016,May,Number of Drug Overdose Deaths,3606,3634,100,0.023806892095262,
OH,OH,2016,June,Number of Drug Overdose Deaths,3652,3680,100,0.024628868430886,
OH,OH,2016,July,Number of Drug Overdose Deaths,3763,3792,100,0.024610475576225,
OH,OH,2016,August,Number of Drug Overdose Deaths,3857,3885,100,0.0220361392684,
OH,OH,2016,September,Number of Drug Overdose Deaths,4000,4028,100,0.020282261472154,
OH,OH,2016,October,Number of Drug Overdose Deaths,4121,4148,100,0.017721518987342,
OH,OH,2016,November,Number of Drug Overdose Deaths,4211,4241,100,0.021052808865759,
OH,OH,2016,December,Number of Drug Overdose Deaths,4326,4364,100,0.030095804979184,
OH,OH,2017,January,Number of Drug Overdose Deaths,4502,4504,100,0.029849756226991,Underreported due to incomplete data
OH,OH,2017,February,Number of Drug Overdose Deaths,4710,4729,100,0.029711795582846,Underreported due to incomplete data
OH,OH,2017,March,Number of Drug Overdose Deaths,4788,4808,100,0.028763498298844,Underreported due to incomplete data
OH,OH,2017,April,Number of Drug Overdose Deaths,4974,4998,100,0.027904533665999,Underreported due to incomplete data
OH,OH,2017,May,Number of Drug Overdose Deaths,5144,5169,100,0.02865423345832,Underreported due to incomplete data
OH,OH,2017,June,Number of Drug Overdose Deaths,5293,5337,100,0.027762127558811,Underreported due to incomplete data
OH,OH,2017,July,Number of Drug Overdose Deaths,5290,5347,100,0.028538812785388,Underreported due to incomplete data
OH,OH,2017,August,Number of Drug Overdose Deaths,5262,5343,100,0.028482145763484,Underreported due to incomplete data
OH,OH,2017,September,Number of Drug Overdose Deaths,5258,5332,100,0.02762049440685,Underreported due to incomplete data
OH,OH,2017,October,Number of Drug Overdose Deaths,5225,5282,100,0.022755347506664,Underreported due to incomplete data
OH,OH,2017,November,Number of Drug Overdose Deaths,5210,5250,100,0.021080796205457,Underreported due to incomplete data
OH,OH,2017,December,Number of Drug Overdose Deaths,5138,5135,100,0.011300620726953,Underreported due to incomplete data
OH,OH,2018,January,Number of Drug Overdose Deaths,4932,4925,100,0.019207683073229,Underreported due to incomplete data
OH,OH,2018,February,Number of Drug Overdose Deaths,4735,4756,100,0.032066184605025,Underreported due to incomplete data
OK,OK,2015,January,Cocaine (T40.5),20,21,100,0.021170742034508,
OK,OK,2015,February,Cocaine (T40.5),27,28,100,0.01843172362947,
OK,OK,2015,March,Cocaine (T40.5),32,34,100,0.018400231317194,
OK,OK,2015,April,Cocaine (T40.5),32,34,100,0.018418144503499,
OK,OK,2015,May,Cocaine (T40.5),33,35,100,0.018427356727301,
OK,OK,2015,June,Cocaine (T40.5),30,32,100,0.023597891921655,
OK,OK,2015,July,Cocaine (T40.5),31,33,100,0.02094624669442,
OK,OK,2015,August,Cocaine (T40.5),29,31,100,0.015670296952127,
OK,OK,2015,September,Cocaine (T40.5),29,31,100,0.018304003347018,
OK,OK,2015,October,Cocaine (T40.5),30,32,100,0.01829587036069,
OK,OK,2015,November,Cocaine (T40.5),30,32,100,0.020899733528398,
OK,OK,2015,December,Cocaine (T40.5),30,32,100,0.018266746692414,
OK,OK,2016,January,Cocaine (T40.5),29,31,100,0.018407005180257,
OK,OK,2016,February,Cocaine (T40.5),24,25,100,0.018452129902994,
OK,OK,2016,March,Cocaine (T40.5),22,23,100,0.021157304559399,
OK,OK,2016,April,Cocaine (T40.5),24,25,100,0.023781841242998,
OK,OK,2016,May,Cocaine (T40.5),26,27,100,0.026310250473584,
OK,OK,2016,June,Cocaine (T40.5),24,25,100,0.021142207775047,
OK,OK,2016,July,Cocaine (T40.5),27,28,100,0.021165700981559,
OK,OK,2016,August,Cocaine (T40.5),26,27,100,0.02111152161292,
OK,OK,2016,September,Cocaine (T40.5),27,28,100,0.021027730319359,
OK,OK,2016,October,Cocaine (T40.5),30,32,100,0.015770797739519,
OK,OK,2016,November,Cocaine (T40.5),32,34,100,0.013144058885384,
OK,OK,2016,December,Cocaine (T40.5),30,32,100,0.013099292638198,
OK,OK,2017,January,Cocaine (T40.5),32,33,100,0.013043251421714,Underreported due to incomplete data
OK,OK,2017,February,Cocaine (T40.5),31,32,100,0.012987350320788,Underreported due to incomplete data
OK,OK,2017,March,Cocaine (T40.5),33,34,99.5+,0.010368066355625,Underreported due to incomplete data
OK,OK,2017,April,Cocaine (T40.5),36,38,99.5+,0.007753340397488,Underreported due to incomplete data
OK,OK,2017,May,Cocaine (T40.5),36,38,99.5+,0.005178395733002,Underreported due to incomplete data
OK,OK,2017,June,Cocaine (T40.5),41,43,99.5+,0.005154506327157,Underreported due to incomplete data
OK,OK,2017,July,Cocaine (T40.5),40,42,99.5+,0.00513901022663,Underreported due to incomplete data
OK,OK,2017,August,Cocaine (T40.5),44,46,99.5+,0.005139670547118,Underreported due to incomplete data
OK,OK,2017,September,Cocaine (T40.5),44,46,99.5+,0.002566405748749,Underreported due to incomplete data
OK,OK,2017,October,Cocaine (T40.5),40,42,99.5+,0.005125576627371,Underreported due to incomplete data
OK,OK,2017,November,Cocaine (T40.5),39,41,99.5+,0.005106991471324,Underreported due to incomplete data
OK,OK,2017,December,Cocaine (T40.5),44,46,99.5+,0.005103342689462,Underreported due to incomplete data
OK,OK,2018,January,Cocaine (T40.5),47,49,99.5+,0.005036387902596,Underreported due to incomplete data
OK,OK,2018,February,Cocaine (T40.5),47,49,99.5+,0.025093473187624,Underreported due to incomplete data
OK,OK,2015,January,Heroin (T40.1),27,28,100,0.021170742034508,
OK,OK,2015,February,Heroin (T40.1),27,28,100,0.01843172362947,
OK,OK,2015,March,Heroin (T40.1),28,29,100,0.018400231317194,
