Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2018),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate
Northumberland,06/27/2020,3,3.7,300,91083,3.3,4.1,329.4
Adams,09/03/2020,9,14.3,701,102811,8.8,13.9,681.8
Blair,09/01/2020,4,6.1,469,122492,3.3,5,382.9
Bradford,09/04/2020,2,0.6,107,60833,3.3,0.9,175.9
Forest,11/14/2020,0,0.7,26,7279,0,9.8,357.2
Dauphin,04/28/2020,7,20.6,587,277097,2.5,7.4,211.8
Lackawanna,07/26/2020,6,7.3,1859,210793,2.8,3.5,881.9
Clinton,07/22/2020,0,0.6,105,38684,0,1.5,271.4
Lackawanna,08/20/2020,6,3.4,1980,210793,2.8,1.6,939.3
Cumberland,07/01/2020,11,6.3,877,251423,4.4,2.5,348.8
Lebanon,07/19/2020,2,7.1,1498,141314,1.4,5.1,1060.1
Cumberland,09/25/2020,28,13.6,1853,251423,11.1,5.4,737
Mckean,10/07/2020,2,0.9,69,40968,4.9,2.1,168.4
Montgomery,06/14/2020,33,45.7,8000,828604,4,5.5,965.5
Westmoreland,09/03/2020,10,10.1,1866,350611,2.9,2.9,532.2
Clinton,06/30/2020,2,1.3,80,38684,5.2,3.3,206.8
Greene,06/08/2020,1,0.1,29,36506,2.7,0.4,79.4
Potter,07/30/2020,0,0,20,16622,0,0,120.3
Tioga,06/06/2020,0,0.3,20,40763,0,0.7,49.1
Northampton,04/13/2020,36,62.6,1298,304807,11.8,20.5,425.8
Allegheny,04/09/2020,37,47.3,835,1218452,3,3.9,68.5
Perry,05/24/2020,0,0.7,47,46139,0,1.5,101.9
Westmoreland,07/26/2020,11,20.4,1323,350611,3.1,5.8,377.3
Pike,08/07/2020,0,0.3,527,55933,0,0.5,942.2
Sullivan,09/05/2020,0,0,10,6071,0,0,164.7
Somerset,06/16/2020,0,0.3,41,73952,0,0.4,55.4
Mckean,04/29/2020,0,0.1,9,40968,0,0.3,22
Dauphin,10/06/2020,31,22.3,4016,277097,11.2,8,1449.3
Monroe,09/08/2020,5,3.7,1748,169507,2.9,2.2,1031.2
Lawrence,06/20/2020,0,0.7,92,86184,0,0.8,106.7
Cameron,04/04/2020,0,0,1,4492,0,0,22.3
Beaver,07/17/2020,30,18.9,962,164742,18.2,11.4,583.9
Columbia,10/20/2020,3,2.7,1033,65456,4.6,4.1,1578.2
Warren,05/01/2020,0,0,1,39498,0,0,2.5
Cameron,06/27/2020,0,0.1,3,4492,0,3.2,66.8
Perry,08/31/2020,0,2.1,181,46139,0,4.6,392.3
Indiana,06/29/2020,4,1.4,110,84501,4.7,1.7,130.2
Montgomery,03/29/2020,47,62.9,583,828604,5.7,7.6,70.4
Northumberland,10/25/2020,10,11.1,1511,91083,11,12.2,1658.9
Potter,07/12/2020,0,0.1,18,16622,0,0.9,108.3
Beaver,06/12/2020,0,2,619,164742,0,1.2,375.7
Monroe,09/04/2020,5,3.1,1736,169507,2.9,1.9,1024.1
Fayette,03/22/2020,0,0.1,1,130441,0,0.1,0.8
Beaver,08/22/2020,5,13.3,1514,164742,3,8.1,919
Montour,10/09/2020,8,5.6,239,18240,43.9,30.5,1310.3
Dauphin,07/28/2020,18,19.7,2606,277097,6.5,7.1,940.5
Northampton,03/16/2020,0,0.3,2,304807,0,0.1,0.7
Fulton,10/11/2020,1,1.1,59,14523,6.9,7.9,406.3
Cameron,10/27/2020,0,0.1,9,4492,0,3.2,200.4
Crawford,08/12/2020,0,3.3,166,85063,0,3.9,195.1
Adams,04/10/2020,1,3.9,53,102811,1,3.8,51.6
Bedford,08/30/2020,0,1.1,171,48176,0,2.4,354.9
Lehigh,10/19/2020,20,24.1,6174,368100,5.4,6.6,1677.3
Forest,07/29/2020,0,0.3,9,7279,0,3.9,123.6
Chester,08/17/2020,30,29.4,5366,522046,5.7,5.6,1027.9
Berks,04/18/2020,151,122.3,1958,420152,35.9,29.1,466
Juniata,05/01/2020,0,1,83,24704,0,4,336
Columbia,08/06/2020,0,1.9,471,65456,0,2.8,719.6
Lycoming,10/30/2020,7,10.4,1004,113664,6.2,9.2,883.3
Northumberland,10/27/2020,9,12.1,1531,91083,9.9,13.3,1680.9
Lehigh,05/21/2020,22,24.9,3626,368100,6,6.8,985.1
Perry,04/13/2020,0,1.3,19,46139,0,2.8,41.2
Northampton,03/21/2020,6,3.7,27,304807,2,1.2,8.9
Susquehanna,11/04/2020,5,5.7,448,40589,12.3,14.1,1103.7
Mercer,08/26/2020,3,4.7,541,110683,2.7,4.3,488.8
Lycoming,06/06/2020,1,0.4,168,113664,0.9,0.4,147.8
Carbon,11/23/2020,34,28.9,1122,64227,52.9,44.9,1746.9
Susquehanna,06/27/2020,0,0.4,182,40589,0,1.1,448.4
Montour,06/06/2020,0,0.1,53,18240,0,0.8,290.6
Montour,04/09/2020,3,1.9,29,18240,16.4,10.2,159
Columbia,10/26/2020,3,3.7,1056,65456,4.6,5.7,1613.3
Clarion,07/24/2020,1,0.7,76,38779,2.6,1.8,196
Clarion,10/06/2020,3,2.4,142,38779,7.7,6.3,366.2
Bedford,07/31/2020,0,2,129,48176,0,4.2,267.8
Carbon,04/14/2020,7,4.9,115,64227,10.9,7.6,179.1
Blair,04/28/2020,2,1.3,25,122492,1.6,1,20.4
Northampton,10/20/2020,22,28.9,5120,304807,7.2,9.5,1679.8
Venango,04/16/2020,0,0.1,6,51266,0,0.3,11.7
Clarion,06/18/2020,0,0.1,32,38779,0,0.4,82.5
Lycoming,10/18/2020,4,7.9,892,113664,3.5,6.9,784.8
Lycoming,10/11/2020,3,12.4,837,113664,2.6,10.9,736.4
Jefferson,04/15/2020,0,0.1,2,43641,0,0.3,4.6
Juniata,06/17/2020,1,0.6,107,24704,4,2.3,433.1
Jefferson,07/27/2020,6,1.1,59,43641,13.7,2.6,135.2
Clinton,06/14/2020,1,0.4,64,38684,2.6,1.1,165.4
Beaver,07/02/2020,13,8.9,708,164742,7.9,5.4,429.8
Clinton,04/07/2020,0,0.6,4,38684,0,1.5,10.3
Fayette,04/27/2020,0,1.4,86,130441,0,1.1,65.9
Somerset,08/31/2020,2,1.6,167,73952,2.7,2.1,225.8
Mercer,09/22/2020,3,6.3,706,110683,2.7,5.7,637.9
Armstrong,07/08/2020,1,0.4,80,65263,1.5,0.7,122.6
Westmoreland,10/27/2020,90,76.7,4261,350611,25.7,21.9,1215.3
Luzerne,07/15/2020,12,9,3052,317646,3.8,2.8,960.8
Sullivan,08/16/2020,0,0,10,6071,0,0,164.7
Potter,11/11/2020,4,2.7,87,16622,24.1,16.3,523.4
Lancaster,08/08/2020,66,39,5933,543557,12.1,7.2,1091.5
Luzerne,04/20/2020,32,41.9,1838,317646,10.1,13.2,578.6
Washington,10/26/2020,69,35.9,1949,207346,33.3,17.3,940
Carbon,04/04/2020,4,6.1,53,64227,6.2,9.6,82.5
Forest,06/22/2020,0,0,7,7279,0,0,96.2
Lehigh,04/12/2020,66,108.4,1819,368100,17.9,29.5,494.2
Lehigh,06/02/2020,20,13.9,3796,368100,5.4,3.8,1031.2
Wyoming,11/04/2020,7,8.6,204,27046,25.9,31.7,754.3
Berks,03/25/2020,19,5.7,41,420152,4.5,1.4,9.8
Columbia,08/02/2020,1,1.6,464,65456,1.5,2.4,708.9
Beaver,04/01/2020,2,8.6,77,164742,1.2,5.2,46.7
Cambria,06/05/2020,0,0.4,61,131730,0,0.3,46.3
Venango,05/17/2020,0,0.1,9,51266,0,0.3,17.6
Tioga,11/05/2020,14,11.3,310,40763,34.3,27.7,760.5
Lawrence,11/04/2020,34,31.4,1127,86184,39.5,36.5,1307.7
Cumberland,05/28/2020,2,5.9,631,251423,0.8,2.3,251
Cameron,07/31/2020,1,0.1,6,4492,22.3,3.2,133.6
Chester,07/16/2020,68,35.4,4217,522046,13,6.8,807.8
Lebanon,05/10/2020,2,7.6,829,141314,1.4,5.4,586.6
Mercer,09/25/2020,5,5.4,726,110683,4.5,4.9,655.9
Lackawanna,09/22/2020,6,12.7,2421,210793,2.8,6,1148.5
Fayette,06/14/2020,0,0,100,130441,0,0,76.7
Elk,08/14/2020,3,1.3,61,30169,9.9,4.3,202.2
Cambria,08/25/2020,4,5.6,450,131730,3,4.2,341.6
Forest,04/22/2020,0,0,7,7279,0,0,96.2
Elk,10/18/2020,5,3.4,115,30169,16.6,11.4,381.2
Dauphin,09/29/2020,25,17.3,3860,277097,9,6.2,1393
Bedford,08/15/2020,1,1.7,154,48176,2.1,3.6,319.7
Cumberland,03/17/2020,0,1.4,10,251423,0,0.6,4
Susquehanna,08/23/2020,1,3.7,247,40589,2.5,9.2,608.5
Wayne,10/18/2020,0,2.3,281,51276,0,4.5,548
Butler,07/24/2020,7,10,543,187888,3.7,5.3,289
Columbia,07/29/2020,3,1.7,457,65456,4.6,2.6,698.2
Montgomery,06/17/2020,32,37.6,8090,828604,3.9,4.5,976.3
Northampton,08/08/2020,10,9.7,3931,304807,3.3,3.2,1289.7
Beaver,07/06/2020,28,14.9,778,164742,17,9,472.3
Blair,07/01/2020,2,1,79,122492,1.6,0.8,64.5
Tioga,09/24/2020,1,1.6,68,40763,2.5,3.9,166.8
Greene,10/29/2020,9,4.4,260,36506,24.7,12.1,712.2
Warren,11/18/2020,8,5.1,132,39498,20.3,13,334.2
Bedford,10/13/2020,11,6,311,48176,22.8,12.5,645.5
Pike,07/04/2020,1,1.4,502,55933,1.8,2.6,897.5
Mercer,04/19/2020,0,2.3,62,110683,0,2.1,56
Jefferson,06/21/2020,1,0.3,23,43641,2.3,0.7,52.7
Lancaster,11/01/2020,103,89.4,10057,543557,18.9,16.5,1850.2
Northampton,05/23/2020,42,23.6,2961,304807,13.8,7.7,971.4
Cameron,06/01/2020,0,0,2,4492,0,0,44.5
Lawrence,11/02/2020,21,23.6,1031,86184,24.4,27.4,1196.3
Beaver,07/25/2020,8,22.4,1125,164742,4.9,13.6,682.9
Monroe,11/15/2020,27,44.9,2602,169507,15.9,26.5,1535
Lackawanna,11/03/2020,30,32.4,3968,210793,14.2,15.4,1882.4
Cambria,06/18/2020,0,0,63,131730,0,0,47.8
Tioga,09/09/2020,0,0.3,52,40763,0,0.7,127.6
Bedford,08/18/2020,1,1.6,157,48176,2.1,3.3,325.9
Northumberland,07/09/2020,3,2.7,343,91083,3.3,3,376.6
Northampton,07/30/2020,12,17.6,3830,304807,3.9,5.8,1256.5
Montgomery,08/05/2020,32,37.3,10041,828604,3.9,4.5,1211.8
Sullivan,04/12/2020,0,0,1,6071,0,0,16.5
Chester,03/17/2020,4,1.6,11,522046,0.8,0.3,2.1
Pike,09/14/2020,2,1.4,557,55933,3.6,2.6,995.8
Lackawanna,04/13/2020,33,37.9,508,210793,15.7,18,241
Bedford,10/29/2020,7,6.6,415,48176,14.5,13.6,861.4
Cameron,09/03/2020,0,0,8,4492,0,0,178.1
Northumberland,09/30/2020,15,22.3,1091,91083,16.5,24.5,1197.8
Lackawanna,06/11/2020,6,3.6,1597,210793,2.8,1.7,757.6
Cameron,07/01/2020,0,0.1,3,4492,0,3.2,66.8
Venango,05/01/2020,0,0,8,51266,0,0,15.6
Cumberland,09/14/2020,10,11.1,1710,251423,4,4.4,680.1
Greene,09/03/2020,0,1.3,151,36506,0,3.5,413.6
Adams,09/07/2020,3,9.4,716,102811,2.9,9.2,696.4
Washington,03/30/2020,9,3.9,36,207346,4.3,1.9,17.4
Susquehanna,08/04/2020,0,1,211,40589,0,2.5,519.8
Lawrence,08/06/2020,4,6.7,383,86184,4.6,7.8,444.4
Elk,07/14/2020,0,0.3,36,30169,0,0.9,119.3
Washington,11/14/2020,104,77.1,3033,207346,50.2,37.2,1462.8
Juniata,07/22/2020,1,0.7,120,24704,4,2.9,485.8
Cambria,08/21/2020,5,7.3,426,131730,3.8,5.5,323.4
Jefferson,06/10/2020,0,0.3,18,43641,0,0.7,41.2
Blair,04/07/2020,0,0.3,7,122492,0,0.2,5.7
Northampton,09/22/2020,15,17.4,4432,304807,4.9,5.7,1454
Columbia,08/23/2020,18,9.6,559,65456,27.5,14.6,854
Dauphin,08/17/2020,16,23.4,3018,277097,5.8,8.5,1089.1
Montour,09/06/2020,3,2,145,18240,16.4,11,795
Armstrong,05/01/2020,0,0.9,52,65263,0,1.3,79.7
Luzerne,05/08/2020,13,20.6,2394,317646,4.1,6.5,753.7
Erie,08/13/2020,17,19.3,1192,272061,6.2,7.1,438.1
Wayne,08/13/2020,0,0.6,162,51276,0,1.1,315.9
Pike,07/17/2020,2,0.9,512,55933,3.6,1.5,915.4
Lycoming,04/19/2020,4,2.1,48,113664,3.5,1.9,42.2
Franklin,07/26/2020,9,18.3,1209,154835,5.8,11.8,780.8
Lawrence,03/30/2020,3,2.3,16,86184,3.5,2.7,18.6
Pike,06/13/2020,0,0,481,55933,0,0,860
Somerset,11/08/2020,27,16.1,600,73952,36.5,21.8,811.3
Adams,11/13/2020,19,24.3,1486,102811,18.5,23.6,1445.4
Warren,09/26/2020,0,0.1,43,39498,0,0.4,108.9
Potter,10/12/2020,0,0.9,37,16622,0,5.2,222.6
Fayette,05/03/2020,0,0.6,90,130441,0,0.4,69
Bradford,08/27/2020,0,0.4,102,60833,0,0.7,167.7
Northumberland,11/03/2020,17,17.3,1652,91083,18.7,19,1813.7
Elk,07/01/2020,1,0.9,18,30169,3.3,2.8,59.7
Lawrence,06/12/2020,1,0.4,87,86184,1.2,0.5,100.9
Luzerne,06/05/2020,8,9.4,2799,317646,2.5,3,881.2
Clinton,09/03/2020,6,4.4,163,38684,15.5,11.4,421.4
Montgomery,05/04/2020,36,90.6,5046,828604,4.3,10.9,609
Westmoreland,06/16/2020,5,3.6,502,350611,1.4,1,143.2
Columbia,11/02/2020,2,5,1091,65456,3.1,7.6,1666.8
Washington,11/10/2020,53,58.1,2688,207346,25.6,28,1296.4
Lawrence,08/16/2020,6,6.1,432,86184,7,7.1,501.3
Wyoming,04/17/2020,0,1,17,27046,0,3.7,62.9
Forest,04/21/2020,0,0,7,7279,0,0,96.2
Huntingdon,07/25/2020,3,2.1,284,45168,6.6,4.7,628.8
Adams,09/21/2020,9,7.7,808,102811,8.8,7.5,785.9
Cameron,11/22/2020,0,0.3,18,4492,0,6.4,400.7
Lancaster,07/09/2020,76,34.3,4781,543557,14,6.3,879.6
Luzerne,05/26/2020,13,13.3,2694,317646,4.1,4.2,848.1
Montgomery,09/11/2020,30,38.7,11603,828604,3.6,4.7,1400.3
Blair,05/04/2020,0,0.9,29,122492,0,0.7,23.7
Lehigh,05/23/2020,16,20.9,3658,368100,4.3,5.7,993.8
Montgomery,08/08/2020,41,39.7,10172,828604,4.9,4.8,1227.6
Schuylkill,05/06/2020,5,7.7,435,142067,3.5,5.4,306.2
Lawrence,08/10/2020,0,5.4,389,86184,0,6.3,451.4
Blair,04/27/2020,0,1,23,122492,0,0.8,18.8
Allegheny,03/27/2020,61,27.4,225,1218452,5,2.3,18.5
Susquehanna,08/21/2020,5,3.6,244,40589,12.3,8.8,601.1
Erie,04/13/2020,2,1.9,46,272061,0.7,0.7,16.9
Bedford,08/27/2020,1,1.1,169,48176,2.1,2.4,350.8
Lehigh,10/04/2020,9,21,5788,368100,2.4,5.7,1572.4
Lycoming,09/11/2020,3,4,585,113664,2.6,3.5,514.7
Somerset,05/01/2020,1,0.6,29,73952,1.4,0.8,39.2
Jefferson,09/25/2020,0,0.4,113,43641,0,1,258.9
Lycoming,08/17/2020,5,6.3,453,113664,4.4,5.5,398.5
Mercer,06/14/2020,2,0.7,117,110683,1.8,0.6,105.7
Cameron,04/26/2020,0,0,1,4492,0,0,22.3
Lancaster,05/24/2020,44,46.6,2936,543557,8.1,8.6,540.1
Westmoreland,06/24/2020,16,11.7,587,350611,4.6,3.3,167.4
Potter,10/01/2020,0,0.3,30,16622,0,1.7,180.5
Lackawanna,06/25/2020,14,6.6,1660,210793,6.6,3.1,787.5
Dauphin,08/01/2020,8,16.4,2661,277097,2.9,5.9,960.3
Monroe,05/21/2020,3,7.1,1305,169507,1.8,4.2,769.9
Franklin,04/08/2020,9,4.4,57,154835,5.8,2.9,36.8
Pike,07/26/2020,0,1.3,524,55933,0,2.3,936.8
Lancaster,04/18/2020,75,59.9,1264,543557,13.8,11,232.5
Montgomery,03/25/2020,119,37,313,828604,14.4,4.5,37.8
Bradford,07/19/2020,3,1.1,73,60833,4.9,1.9,120
Erie,09/12/2020,0,4.4,1435,272061,0,1.6,527.5
Lackawanna,07/23/2020,10,7.6,1843,210793,4.7,3.6,874.3
Lackawanna,09/25/2020,12,20.3,2518,210793,5.7,9.6,1194.5
Lebanon,09/23/2020,13,11.7,1981,141314,9.2,8.3,1401.8
Erie,04/18/2020,1,3,65,272061,0.4,1.1,23.9
Lawrence,05/10/2020,0,0.7,70,86184,0,0.8,81.2
Lebanon,09/08/2020,6,7.3,1787,141314,4.2,5.2,1264.6
Monroe,03/22/2020,12,5.4,45,169507,7.1,3.2,26.5
Armstrong,05/03/2020,0,0.7,52,65263,0,1.1,79.7
Bradford,04/12/2020,0,1.4,20,60833,0,2.3,32.9
Mckean,09/04/2020,0,0.6,42,40968,0,1.4,102.5
Northampton,03/27/2020,17,13.1,113,304807,5.6,4.3,37.1
Northampton,03/26/2020,20,12,96,304807,6.6,3.9,31.5
Lackawanna,10/13/2020,43,42.1,3066,210793,20.4,20,1454.5
Warren,08/29/2020,0,0.1,27,39498,0,0.4,68.4
Chester,09/06/2020,46,46,5955,522046,8.8,8.8,1140.7
Cumberland,09/01/2020,7,11.7,1566,251423,2.8,4.7,622.9
Mifflin,10/17/2020,4,6.6,317,46222,8.7,14.2,685.8
Franklin,08/06/2020,5,8.3,1332,154835,3.2,5.4,860.3
Clinton,08/23/2020,0,0.3,130,38684,0,0.7,336.1
Fayette,05/16/2020,1,0.4,95,130441,0.8,0.3,72.8
Lackawanna,04/17/2020,28,34,644,210793,13.3,16.1,305.5
Monroe,07/05/2020,4,4.3,1445,169507,2.4,2.5,852.5
Mercer,04/13/2020,1,2.9,47,110683,0.9,2.6,42.5
Wyoming,05/12/2020,1,0.4,31,27046,3.7,1.6,114.6
Erie,05/04/2020,4,1.9,105,272061,1.5,0.7,38.6
Centre,03/20/2020,0,0.1,1,162805,0,0.1,0.6
Schuylkill,09/21/2020,3,3.7,1077,142067,2.1,2.6,758.1
Cumberland,07/15/2020,5,8.3,994,251423,2,3.3,395.3
Montour,05/04/2020,0,0.3,49,18240,0,1.6,268.6
Erie,06/09/2020,11,13.3,411,272061,4,4.9,151.1
Blair,11/17/2020,74,96.9,2757,122492,60.4,79.1,2250.8
Butler,05/31/2020,0,1.1,230,187888,0,0.6,122.4
Warren,09/20/2020,0,0,42,39498,0,0,106.3
Lehigh,04/14/2020,134,87.9,2007,368100,36.4,23.9,545.2
Northampton,09/28/2020,8,14.7,4520,304807,2.6,4.8,1482.9
Northampton,06/04/2020,11,13.6,3144,304807,3.6,4.5,1031.5
Fayette,04/07/2020,3,3.6,42,130441,2.3,2.7,32.2
Franklin,09/14/2020,21,14,1684,154835,13.6,9,1087.6
Dauphin,08/23/2020,23,20.9,3148,277097,8.3,7.5,1136.1
Lancaster,06/02/2020,48,31.1,3274,543557,8.8,5.7,602.3
Potter,06/28/2020,0,0.3,15,16622,0,1.7,90.2
Perry,09/03/2020,0,0.7,183,46139,0,1.5,396.6
Monroe,07/07/2020,5,3.4,1453,169507,2.9,2,857.2
Erie,09/10/2020,5,5.7,1428,272061,1.8,2.1,524.9
Wyoming,10/05/2020,0,0.3,82,27046,0,1.1,303.2
Northumberland,08/06/2020,25,7.9,459,91083,27.4,8.6,503.9
Crawford,08/06/2020,1,2.6,144,85063,1.2,3,169.3
Monroe,04/19/2020,8,22,987,169507,4.7,13,582.3
Erie,07/06/2020,18,10.1,687,272061,6.6,3.7,252.5
Pennsylvania,03/19/2020,99,40.6,311,12807060,0.8,0.3,2.4
Pennsylvania,03/30/2020,836,628.3,5382,12807060,6.5,4.9,42
Beaver,09/09/2020,11,10.6,1742,164742,6.7,6.4,1057.4
Lehigh,11/02/2020,86,69.6,7038,368100,23.4,18.9,1912
Crawford,08/09/2020,9,3,157,85063,10.6,3.5,184.6
Montour,09/28/2020,1,1,172,18240,5.5,5.5,943
Somerset,04/14/2020,1,1,14,73952,1.4,1.4,18.9
Armstrong,03/30/2020,2,0.7,5,65263,3.1,1.1,7.7
Carbon,04/02/2020,8,5,38,64227,12.5,7.8,59.2
Lehigh,08/23/2020,4,8.4,5138,368100,1.1,2.3,1395.8
Northumberland,09/27/2020,17,22.6,1049,91083,18.7,24.8,1151.7
Armstrong,07/19/2020,5,4.7,119,65263,7.7,7.2,182.3
Venango,04/05/2020,1,0.4,5,51266,2,0.8,9.8
Lancaster,06/04/2020,37,32.4,3343,543557,6.8,6,615
Bradford,10/29/2020,58,30.7,835,60833,95.3,50.5,1372.6
Tioga,03/29/2020,0,0.1,1,40763,0,0.4,2.5
Bedford,11/13/2020,82,39.9,891,48176,170.2,82.7,1849.5
Pennsylvania,04/04/2020,1552,1238.3,12475,12807060,12.1,9.7,97.4
Pike,07/18/2020,2,1.1,514,55933,3.6,2,919
Lackawanna,08/14/2020,3,4.6,1959,210793,1.4,2.2,929.3
Adams,08/15/2020,2,4.4,550,102811,1.9,4.3,535
Mckean,08/30/2020,0,0.3,38,40968,0,0.7,92.8
Fulton,09/10/2020,1,0.4,39,14523,6.9,3,268.5
Lehigh,10/18/2020,18,25.1,6154,368100,4.9,6.8,1671.8
Lehigh,04/30/2020,52,50.6,2908,368100,14.1,13.7,790
Warren,09/15/2020,0,0.3,42,39498,0,0.7,106.3
Schuylkill,06/17/2020,4,4.4,706,142067,2.8,3.1,496.9
Bedford,08/11/2020,0,1.6,146,48176,0,3.3,303.1
Columbia,08/18/2020,1,2.1,496,65456,1.5,3.3,757.8
Cameron,11/06/2020,0,0.6,14,4492,0,12.7,311.7
Lebanon,10/14/2020,35,31,2457,141314,24.8,21.9,1738.7
Somerset,10/31/2020,14,11.9,475,73952,18.9,16,642.3
Carbon,05/03/2020,2,3,192,64227,3.1,4.7,298.9
Clearfield,08/18/2020,6,3.9,208,79388,7.6,4.9,262
Potter,06/02/2020,0,0,4,16622,0,0,24.1
Bradford,09/24/2020,0,2.3,141,60833,0,3.8,231.8
Chester,11/22/2020,162,170.3,11102,522046,31,32.6,2126.6
Clinton,07/17/2020,2,1.3,103,38684,5.2,3.3,266.3
Montgomery,08/21/2020,57,41.4,10720,828604,6.9,5,1293.7
Armstrong,10/13/2020,4,7.4,528,65263,6.1,11.4,809
Mercer,11/12/2020,69,58.4,1715,110683,62.3,52.8,1549.5
Mckean,07/15/2020,2,0.3,23,40968,4.9,0.7,56.1
Somerset,04/18/2020,1,0.9,18,73952,1.4,1.2,24.3
Columbia,09/13/2020,1,4.3,854,65456,1.5,6.5,1304.7
Pike,05/04/2020,6,7.3,426,55933,10.7,13,761.6
Greene,09/27/2020,1,1.7,193,36506,2.7,4.7,528.7
Juniata,06/09/2020,1,1,100,24704,4,4,404.8
Beaver,04/30/2020,11,10.6,463,164742,6.7,6.4,281
Chester,05/05/2020,30,45.6,1707,522046,5.7,8.7,327
Lebanon,09/03/2020,7,6.4,1747,141314,5,4.5,1236.3
Bedford,06/14/2020,4,1,54,48176,8.3,2.1,112.1
Westmoreland,06/12/2020,4,4,491,350611,1.1,1.1,140
Cameron,07/09/2020,0,0.1,4,4492,0,3.2,89
Perry,10/04/2020,4,3.3,251,46139,8.7,7.1,544
Columbia,06/18/2020,2,3.1,394,65456,3.1,4.8,601.9
Clearfield,10/05/2020,4,2.6,350,79388,5,3.2,440.9
Mckean,05/04/2020,0,0.1,9,40968,0,0.3,22
Lycoming,05/21/2020,1,1,161,113664,0.9,0.9,141.6
Washington,09/14/2020,21,11.1,1231,207346,10.1,5.4,593.7
Cumberland,08/25/2020,4,11.3,1484,251423,1.6,4.5,590.2
Lackawanna,04/10/2020,47,35.3,406,210793,22.3,16.7,192.6
Adams,10/27/2020,14,14.1,1133,102811,13.6,13.8,1102
Mckean,06/16/2020,0,0,14,40968,0,0,34.2
Adams,10/14/2020,5,7.1,964,102811,4.9,6.9,937.6
Columbia,11/17/2020,13,15.9,1277,65456,19.9,24.2,1950.9
Washington,10/22/2020,52,31,1817,207346,25.1,15,876.3
Monroe,06/01/2020,5,2.7,1331,169507,2.9,1.6,785.2
Elk,09/04/2020,0,0,68,30169,0,0,225.4
Lycoming,10/09/2020,12,13.6,823,113664,10.6,11.9,724.1
Dauphin,07/26/2020,18,20.3,2564,277097,6.5,7.3,925.3
Lawrence,09/12/2020,2,1.6,486,86184,2.3,1.8,563.9
Lackawanna,11/14/2020,35,40,4365,210793,16.6,19,2070.8
Dauphin,03/23/2020,4,0.7,5,277097,1.4,0.3,1.8
Tioga,04/26/2020,0,0,14,40763,0,0,34.3
Wayne,08/01/2020,0,0.6,157,51276,0,1.1,306.2
Lebanon,10/18/2020,26,34.9,2601,141314,18.4,24.7,1840.6
Cambria,09/04/2020,7,5,498,131730,5.3,3.8,378
Elk,03/27/2020,0,0,0,30169,0,0,0
Clinton,07/29/2020,1,1.1,113,38684,2.6,3,292.1
Tioga,04/03/2020,0,0.3,3,40763,0,0.7,7.4
Wayne,04/11/2020,5,3.9,56,51276,9.8,7.5,109.2
Susquehanna,04/17/2020,2,5,61,40589,4.9,12.3,150.3
Dauphin,08/26/2020,18,21.3,3217,277097,6.5,7.7,1161
Bradford,10/20/2020,33,20.7,544,60833,54.2,34.1,894.3
Butler,10/20/2020,31,21,1473,187888,16.5,11.2,784
Luzerne,04/29/2020,29,37,2180,317646,9.1,11.6,686.3
Cambria,10/10/2020,10,15,761,131730,7.6,11.4,577.7
Tioga,07/10/2020,2,0.4,31,40763,4.9,1.1,76
Huntingdon,09/26/2020,1,1,406,45168,2.2,2.2,898.9
Carbon,07/10/2020,2,1.7,297,64227,3.1,2.7,462.4
Forest,04/15/2020,0,0,7,7279,0,0,96.2
Berks,07/23/2020,55,28.1,4982,420152,13.1,6.7,1185.8
Clinton,04/11/2020,1,0.9,8,38684,2.6,2.2,20.7
Somerset,04/03/2020,0,0.1,3,73952,0,0.2,4.1
Dauphin,06/17/2020,15,19.1,1717,277097,5.4,6.9,619.6
Lycoming,04/04/2020,0,0.9,9,113664,0,0.8,7.9
Luzerne,06/09/2020,10,5.7,2815,317646,3.1,1.8,886.2
Lawrence,07/31/2020,3,8.7,339,86184,3.5,10.1,393.3
Cambria,07/12/2020,1,5.6,139,131730,0.8,4.2,105.5
Butler,07/08/2020,8,11,396,187888,4.3,5.9,210.8
Elk,11/29/2020,5,14.6,545,30169,16.6,48.3,1806.5
Blair,11/03/2020,84,59.7,1658,122492,68.6,48.7,1353.6
Chester,06/10/2020,25,41.1,3191,522046,4.8,7.9,611.2
Lackawanna,07/20/2020,13,7.3,1821,210793,6.2,3.5,863.9
Chester,07/30/2020,49,43.6,4844,522046,9.4,8.3,927.9
Franklin,05/10/2020,20,18.6,524,154835,12.9,12,338.4
Bradford,06/04/2020,0,0.1,48,60833,0,0.2,78.9
Pike,07/14/2020,1,0.7,509,55933,1.8,1.3,910
Mercer,09/27/2020,6,5.1,735,110683,5.4,4.6,664.1
Centre,05/12/2020,3,1.9,136,162805,1.8,1.1,83.5
Monroe,06/09/2020,2,2.4,1349,169507,1.2,1.4,795.8
Lawrence,08/27/2020,4,2.1,455,86184,4.6,2.5,527.9
Northumberland,07/31/2020,0,2.3,404,91083,0,2.5,443.6
Cumberland,07/30/2020,15,16.9,1222,251423,6,6.7,486
Montgomery,09/12/2020,30,35.7,11633,828604,3.6,4.3,1403.9
Philadelphia,04/07/2020,480,437.3,4631,1584138,30.3,27.6,292.3
Potter,03/21/2020,0,0.1,1,16622,0,0.9,6
