Gene	count_DF_927_1_GFP_tdt	count_DF_927_1_GFP	count_DF_980_3_GFP_tdt	count_DF_980_3_GFP
Utp11l	1485	1060	1662	1578
Utp14a	1276	1040	1418	1613
Utp14b	196	194	294	388
Utp15	1512	1254	1379	1495
Utp18	1694	1295	1983	1981
Utp20	3740	3555	3711	4184
Utp23	807	569	667	615
Utp3	2511	1975	2524	2716
Utp6	2382	1940	2404	2449
Utrn	23224	10663	7312	8583
Uts2	20	2	6	5
Uts2b	2	0	0	0
Uts2r	0	0	0	0
Uty	0	0	1953	70
Uvrag	5680	3754	5127	5687
Uvssa	1619	837	813	948
Uxs1	1984	1272	2048	1814
Uxt	307	306	445	419
V1ra8	0	0	0	0
V1rd18	0	0	0	0
V1rd19	0	0	0	0
Vac14	2783	2993	3011	3380
Vamp1	508	172	170	260
Vamp2	5143	3478	2925	3287
Vamp3	6225	5003	7027	7445
Vamp4	876	536	1159	1134
Vamp5	2079	815	2272	2960
Vamp7	0	0	0	0
Vamp8	21890	16187	34028	32802
Vangl1	992	802	689	600
Vangl2	501	469	284	375
Vapa	11501	9240	12736	11838
Vapb	6535	4621	7122	8420
Vars	5569	7177	7579	6671
Vars2	3627	3481	5159	4893
Vash1	586	469	471	430
Vash2	23	27	14	14
Vasn	2815	2301	2085	1940
Vasp	12080	13400	17220	15891
Vat1	4334	4896	4574	5564
Vat1l	0	2	3	0
Vaultrc5	4	4	17	13
Vav1	56	47	41	62
Vav2	3230	3526	3230	4497
Vav3	291	406	330	366
Vax1	0	0	0	0
Vax2	1	0	0	0
Vax2os	0	0	0	0
Vbp1	2106	1105	2304	1986
Vcam1	199	490	270	329
Vcan	469	671	394	352
Vcl	13247	7268	6331	5528
Vcp	18191	15918	28501	24237
Vcpip1	2212	1613	1255	1371
Vcpkmt	1436	1335	4792	3661
Vdac1	9758	7677	11360	10704
Vdac2	13306	9185	15936	14668
Vdac3	4089	3179	7450	6131
Vdr	836	1250	757	839
Vegfa	93278	13386	21051	16606
Vegfb	2864	3608	2470	3675
Vegfc	59	50	35	33
Veph1	5921	7529	11473	3842
Vezf1	5460	4233	2805	3311
Vezt	1990	1368	1701	1804
Vgf	1	11	7	1
Vgll1	2	0	0	1
Vgll2	4	1	3	0
Vgll3	145	136	130	104
Vgll4	2950	3198	2061	3050
Vhl	1844	1560	2010	2148
Vil1	11	8	4	19
Vill	3695	2213	3359	2203
Vim	4235	4366	4196	3393
Vimp	4720	3839	6156	7594
Vip	1	2	0	0
Vipas39	2219	1982	2562	2723
Vipr1	45	24	15	15
Vipr2	433	560	1132	1228
Vit	1	3	3	2
Vkorc1	929	808	1210	1962
Vkorc1l1	3140	2605	2801	2701
Vldlr	7750	6638	7076	9926
Vma21	3571	2920	3344	2831
Vmac	1342	1380	1282	1684
Vmn1r-ps103	0	0	0	0
Vmn1r-ps79	0	0	0	0
Vmn1r1	0	0	0	0
Vmn1r10	0	0	0	0
Vmn1r100	0	0	0	0
Vmn1r101	0	0	0	0
Vmn1r103	0	0	0	0
Vmn1r104	0	0	0	0
Vmn1r107	0	0	0	0
Vmn1r11	0	0	0	0
Vmn1r111	0	0	0	0
Vmn1r112	0	0	0	0
Vmn1r113	0	0	0	0
Vmn1r114	0	0	0	0
Vmn1r115	0	0	0	0
Vmn1r116	0	0	0	0
Vmn1r117	0	0	0	0
Vmn1r118	0	0	0	0
Vmn1r119	0	0	0	0
Vmn1r12	0	0	0	0
Vmn1r120	0	0	0	0
Vmn1r121	0	0	0	0
Vmn1r122	0	0	0	0
Vmn1r123	0	0	0	0
Vmn1r124	0	0	0	0
Vmn1r125	0	0	0	0
Vmn1r126	0	0	0	0
Vmn1r127	0	0	0	0
Vmn1r128	0	0	0	0
Vmn1r129	0	0	0	0
Vmn1r13	0	0	0	0
Vmn1r130	0	0	0	0
Vmn1r131	0	0	0	0
Vmn1r132	0	0	0	0
Vmn1r135	0	0	0	0
Vmn1r137	0	0	0	0
Vmn1r138	0	0	0	0
Vmn1r139	0	0	0	0
Vmn1r14	0	0	0	0
Vmn1r142	0	0	0	0
Vmn1r143	0	0	0	0
Vmn1r148	0	0	0	0
Vmn1r149	0	0	0	0
Vmn1r15	0	0	1	0
Vmn1r151	0	0	0	0
Vmn1r152	0	0	0	0
Vmn1r155	0	0	0	0
Vmn1r157	0	0	0	0
Vmn1r158	0	0	0	0
Vmn1r159	0	0	0	0
Vmn1r16	0	0	0	0
Vmn1r160	0	0	0	0
Vmn1r163	0	0	0	0
Vmn1r165	0	0	0	0
Vmn1r166	0	0	0	0
Vmn1r167	0	0	0	0
Vmn1r168	0	0	0	0
Vmn1r169	0	0	0	0
Vmn1r17	0	0	0	0
Vmn1r170	0	0	0	0
Vmn1r171	0	0	0	0
Vmn1r172	0	0	0	0
Vmn1r173	0	0	0	0
Vmn1r174	0	0	0	0
Vmn1r175	0	0	0	0
Vmn1r176	0	0	0	0
Vmn1r177	0	0	0	0
Vmn1r178	0	0	0	0
Vmn1r179	0	0	0	0
Vmn1r18	0	0	0	0
Vmn1r180	0	0	0	0
Vmn1r181	0	0	0	0
Vmn1r183	0	0	0	0
Vmn1r184	0	0	0	0
Vmn1r185	0	0	0	0
Vmn1r186	0	0	0	0
Vmn1r187	0	0	0	0
Vmn1r188	0	0	0	0
Vmn1r189	0	0	0	0
Vmn1r19	0	0	0	0
Vmn1r191	0	0	0	0
Vmn1r192	0	0	0	0
Vmn1r193	0	0	0	2
Vmn1r194	0	0	0	0
Vmn1r195	0	0	0	0
Vmn1r196	0	0	0	0
Vmn1r197	0	0	0	0
Vmn1r198	0	0	0	0
Vmn1r199	0	0	0	0
Vmn1r2	0	0	0	0
Vmn1r20	0	0	0	0
Vmn1r200	0	0	0	0
Vmn1r201	0	0	0	0
Vmn1r202	0	0	0	0
Vmn1r203	0	0	0	0
Vmn1r204	0	0	0	0
Vmn1r205	0	0	0	0
Vmn1r206	0	0	0	0
Vmn1r207-ps	0	0	0	0
Vmn1r208	0	0	0	0
Vmn1r209	0	0	0	0
Vmn1r21	0	0	0	0
Vmn1r210	0	0	0	0
Vmn1r211	0	0	0	0
Vmn1r212	0	0	0	0
Vmn1r213	0	0	0	0
Vmn1r214	0	0	0	0
Vmn1r215	0	0	0	0
Vmn1r216	0	0	0	0
Vmn1r217	0	0	0	0
Vmn1r218	0	0	0	0
Vmn1r219	1	0	0	0
Vmn1r22	0	0	0	0
Vmn1r220	0	0	0	0
Vmn1r221	0	0	0	0
Vmn1r222	0	0	0	0
Vmn1r223	0	0	0	0
Vmn1r224	0	0	0	0
Vmn1r225	0	0	0	0
Vmn1r226	0	0	0	0
Vmn1r227	0	0	0	0
Vmn1r228	0	0	0	0
Vmn1r229	0	0	0	0
Vmn1r23	0	0	0	0
Vmn1r230	0	0	0	0
Vmn1r231	0	0	0	0
Vmn1r232	0	0	0	0
Vmn1r233	0	0	0	0
Vmn1r234	0	0	0	0
Vmn1r235	0	0	0	0
Vmn1r236	0	0	0	0
Vmn1r237	0	0	0	0
Vmn1r238	0	0	0	0
Vmn1r24	1	0	0	0
Vmn1r25	0	0	0	0
Vmn1r26	0	0	0	0
Vmn1r27	0	0	0	0
Vmn1r28	0	0	0	0
Vmn1r29	0	0	0	0
Vmn1r3	0	0	0	0
Vmn1r30	0	0	0	0
Vmn1r31	0	0	0	0
Vmn1r32	2	0	0	3
Vmn1r33	0	0	0	0
Vmn1r34	0	0	0	0
Vmn1r35	0	0	0	0
Vmn1r36	0	0	0	0
Vmn1r37	0	0	0	0
Vmn1r38	0	0	0	0
Vmn1r39	0	0	0	0
Vmn1r4	1	0	0	6
Vmn1r40	0	0	0	0
Vmn1r41	0	0	0	0
Vmn1r42	0	0	0	0
Vmn1r43	0	0	0	0
Vmn1r44	0	0	0	0
Vmn1r45	0	0	0	0
Vmn1r46	0	0	0	0
Vmn1r47	0	0	0	0
Vmn1r48	0	0	0	0
Vmn1r49	0	0	0	0
Vmn1r5	0	0	0	0
Vmn1r50	0	0	0	0
Vmn1r51	0	1	0	1
Vmn1r52	0	1	0	0
Vmn1r53	4	1	4	11
Vmn1r54	0	0	0	0
Vmn1r55	0	0	0	0
Vmn1r56	0	0	0	0
Vmn1r57	0	0	0	0
Vmn1r58	0	0	0	0
Vmn1r59	0	0	0	0
Vmn1r6	0	0	0	0
Vmn1r60	0	0	0	0
Vmn1r61	0	0	0	0
Vmn1r62	0	0	1	0
Vmn1r63	0	0	0	0
Vmn1r64	0	0	0	0
Vmn1r65	0	0	0	0
Vmn1r66	0	0	0	0
Vmn1r67	0	0	0	1
Vmn1r68	0	0	0	0
Vmn1r69	0	0	0	0
Vmn1r7	0	0	0	0
Vmn1r70	0	0	0	0
Vmn1r71	0	0	0	0
Vmn1r72	0	0	0	0
Vmn1r73	0	0	0	0
Vmn1r74	0	0	0	0
Vmn1r75	0	0	0	0
Vmn1r76	0	0	0	0
Vmn1r77	0	0	0	0
Vmn1r78	0	0	0	0
Vmn1r79	0	0	0	0
Vmn1r8	0	0	0	0
Vmn1r80	0	0	0	0
Vmn1r81	0	0	0	0
Vmn1r82	0	0	0	0
Vmn1r83	0	0	0	0
Vmn1r84	0	0	0	0
Vmn1r85	0	0	0	0
Vmn1r86	0	0	0	0
Vmn1r87	0	0	0	0
Vmn1r88	0	0	0	0
Vmn1r89	0	0	0	0
Vmn1r9	0	0	0	0
Vmn1r90	0	0	0	0
Vmn1r91	0	0	0	0
Vmn1r93	0	0	0	0
Vmn1r94	0	0	0	0
Vmn1r95	0	0	0	0
Vmn2r-ps11	0	0	0	0
Vmn2r-ps129	0	0	0	0
Vmn2r-ps159	0	0	0	0
Vmn2r-ps54	1	2	1	1
Vmn2r-ps60	0	0	0	0
Vmn2r1	4	2	7	10
Vmn2r10	2	0	0	3
Vmn2r100	0	0	0	0
Vmn2r101	0	0	0	0
Vmn2r102	0	0	0	0
Vmn2r103	0	0	0	0
Vmn2r104	0	0	0	0
Vmn2r105	0	0	0	0
Vmn2r106	0	0	0	0
Vmn2r107	0	0	0	0
Vmn2r108	0	0	0	0
Vmn2r109	0	0	0	0
Vmn2r11	1	0	3	0
Vmn2r110	0	0	0	0
Vmn2r111	0	0	0	0
Vmn2r112	0	0	0	0
Vmn2r113	0	0	0	0
Vmn2r114	0	0	0	0
Vmn2r115	0	0	0	0
Vmn2r116	0	0	0	0
Vmn2r117	0	0	0	0
Vmn2r118	0	0	0	0
Vmn2r12	0	1	0	1
Vmn2r120	0	0	0	0
Vmn2r121	0	0	0	0
Vmn2r122	0	0	0	0
Vmn2r123	0	0	0	0
Vmn2r124	0	0	0	0
Vmn2r13	1	0	0	0
Vmn2r14	0	0	0	0
Vmn2r15	0	0	0	1
Vmn2r16	0	0	0	0
Vmn2r17	0	0	0	0
Vmn2r18	1	1	1	3
Vmn2r19	0	0	0	0
Vmn2r2	0	0	0	0
Vmn2r20	0	0	0	0
Vmn2r21	0	0	0	0
Vmn2r22	0	0	0	0
Vmn2r23	0	0	0	1
Vmn2r24	0	0	0	0
Vmn2r25	0	0	0	0
Vmn2r26	0	0	0	0
Vmn2r27	0	0	0	0
Vmn2r28	0	0	0	0
Vmn2r29	96	50	53	67
Vmn2r3	1	2	12	9
Vmn2r30	0	0	0	0
Vmn2r31	0	0	0	0
Vmn2r32	0	0	0	0
Vmn2r33	0	0	0	0
Vmn2r34	0	0	0	0
Vmn2r35	0	0	0	0
Vmn2r36	0	0	0	0
Vmn2r37	0	0	0	0
Vmn2r38	0	0	0	0
Vmn2r39	0	0	0	0
Vmn2r4	0	0	0	0
Vmn2r40	0	0	0	0
Vmn2r41	0	0	0	0
Vmn2r42	0	0	0	0
Vmn2r43	0	0	0	0
Vmn2r44	0	0	0	0
Vmn2r45	0	0	0	0
Vmn2r46	0	0	1	0
Vmn2r47	0	0	0	0
Vmn2r48	0	0	0	0
Vmn2r49	0	0	0	0
Vmn2r5	0	0	0	0
Vmn2r50	0	0	0	0
Vmn2r51	0	0	0	0
Vmn2r52	0	0	0	0
Vmn2r53	0	0	0	0
Vmn2r54	0	0	0	0
Vmn2r55	0	0	0	0
Vmn2r56	0	0	0	0
Vmn2r57	2	0	2	2
Vmn2r58	0	0	0	0
Vmn2r59	0	0	0	0
Vmn2r6	0	0	0	0
Vmn2r60	0	0	0	0
Vmn2r61	0	0	0	0
Vmn2r62	0	0	0	0
Vmn2r63	0	0	0	0
Vmn2r65	0	0	0	0
Vmn2r66	0	0	0	0
Vmn2r67	0	0	0	0
Vmn2r68	1	0	0	0
Vmn2r69	0	0	0	0
Vmn2r7	0	0	0	0
Vmn2r70	0	0	0	0
Vmn2r71	0	0	0	0
Vmn2r72	0	0	0	0
Vmn2r73	0	0	0	0
Vmn2r74	0	0	0	0
Vmn2r75	0	0	0	0
Vmn2r76	0	0	0	0
Vmn2r77	0	0	0	0
Vmn2r78	0	0	0	0
Vmn2r79	0	0	0	0
Vmn2r8	10	7	3	29
Vmn2r80	0	0	0	0
Vmn2r81	0	0	0	0
Vmn2r82	0	0	0	0
Vmn2r83	1	0	0	1
Vmn2r84	0	0	0	0
Vmn2r85	0	0	1	0
Vmn2r86	0	0	0	0
Vmn2r87	1	0	0	0
Vmn2r88	0	0	0	0
Vmn2r89	0	0	0	0
Vmn2r9	30	16	11	56
Vmn2r90	0	0	0	0
Vmn2r91	0	0	0	0
Vmn2r92	0	0	0	0
Vmn2r93	0	0	0	0
Vmn2r94	0	0	0	0
Vmn2r95	0	0	0	0
Vmn2r96	0	0	0	0
Vmn2r97	0	0	0	0
Vmn2r98	0	0	0	0
Vmn2r99	0	0	0	0
Vmo1	0	0	0	0
Vmp1	8540	7474	17127	16698
Vnn1	12581	17228	3722	5928
Vnn3	5526	8850	1823	3449
Vopp1	875	660	817	840
Vprbp	2904	2461	2730	2831
Vpreb1	9	14	30	25
Vpreb2	0	2	2	2
Vpreb3	20	20	12	26
Vps11	4791	4748	5178	5780
Vps13a	4639	2521	3484	3259
Vps13b	7788	7135	5426	5601
Vps13c	2879	2833	1927	2333
Vps13d	5577	5536	4385	4885
Vps16	4119	3292	4148	5755
Vps18	2277	2161	2625	3502
Vps25	4813	4462	6622	7137
Vps26a	6059	4759	6682	7680
Vps26b	3689	3040	3328	3911
Vps28	5370	4616	5710	6113
Vps29	2282	1377	3589	3025
Vps33a	3604	3365	3518	3968
Vps33b	1209	820	1077	1727
Vps35	9996	7387	16139	16252
Vps36	4218	3651	5138	6257
Vps37a	3713	1958	2221	2194
Vps37b	1650	1452	1499	1810
Vps37c	1680	1453	1213	1481
Vps37d	382	271	324	303
Vps39	3313	2831	2513	2919
Vps41	4018	3484	4128	4695
Vps45	870	687	1597	1227
Vps4a	3372	2627	3687	3667
Vps4b	6853	4694	4968	5522
Vps51	2972	2328	3343	3501
Vps52	3810	2754	3206	3835
Vps53	3181	2942	4058	4171
Vps54	5363	3904	3109	4098
Vps72	3179	2845	3343	4426
Vps8	1559	1497	1650	1717
Vps9d1	1445	1043	963	1295
Vrk1	1171	828	1163	1396
Vrk2	297	199	291	387
Vrk3	2993	3214	2969	3105
Vrtn	0	0	0	1
Vsig1	57	92	378	112
Vsig10	2735	1598	1486	1759
Vsig10l	289	189	113	108
Vsig2	8658	8529	8861	12801
Vsig4	0	1	1	0
Vsig8	41	25	44	33
Vsnl1	8	6	10	14
Vstm2a	3	2	4	1
Vstm2b	0	0	0	2
Vstm2l	1	0	1	1
Vstm4	113	229	338	328
Vstm5	155	11	21	8
Vsx1	1	0	0	0
Vsx2	2	0	0	0
Vta1	2266	1273	2083	2295
Vtcn1	5	12	10	8
Vti1a	2955	2696	3655	3453
Vti1b	3454	2304	4503	4849
Vtn	48	34	71	35
Vwa1	406	458	536	1016
Vwa2	170	194	282	241
Vwa3a	31	12	14	13
Vwa5a	5572	2763	4941	3934
Vwa5b1	0	0	0	0
Vwa5b2	2	8	1	2
Vwa7	14	21	16	22
Vwa8	3908	3846	3382	3473
Vwa9	3027	2620	3365	3137
Vwc2	2	2	4	2
Vwc2l	0	0	0	0
Vwce	7	5	10	7
Vwde	1	0	0	0
Vwf	680	970	717	393
Wac	6834	5421	5400	5783
Wap	0	1	0	0
Wapal	8033	4714	5176	5375
Wars	6443	4057	7800	6541
Wars2	760	664	777	823
Was	34	32	35	62
Wasf1	6	21	12	10
Wasf2	7292	6735	4181	4239
Wasf3	16	15	4	3
Wash1	3495	2272	2503	3525
Wasl	6253	4226	3618	3661
Wbp1	3824	3509	5211	5411
Wbp11	3942	4006	2873	3328
Wbp1l	7012	6637	5588	5509
Wbp2	8979	8108	7387	9211
Wbp2nl	0	2	10	10
Wbp4	3108	1868	2326	2469
Wbp5	21733	17349	46505	41796
Wbscr16	1031	774	1242	1584
Wbscr17	17	15	14	18
Wbscr22	2054	1448	2412	2641
Wbscr25	65	39	24	38
Wbscr27	1012	808	650	867
Wbscr28	0	0	0	0
Wdfy1	3664	2901	1140	1648
Wdfy2	398	370	298	342
Wdfy3	6760	6063	3894	4111
Wdfy4	90	115	37	70
Wdhd1	497	373	454	394
Wdpcp	146	116	95	101
Wdr1	10825	9485	13235	9875
Wdr11	3953	3053	3147	3943
Wdr12	641	445	1076	996
Wdr13	3841	2916	2737	3346
Wdr17	6	1	0	3
Wdr18	2143	1966	3247	3228
Wdr19	1014	762	549	855
Wdr20	1648	1064	1553	1737
Wdr20rt	21	12	26	13
Wdr24	1814	1443	1907	2251
Wdr25	166	117	193	212
Wdr26	13045	9868	8259	7646
Wdr27	9	0	1	8
Wdr3	1809	1206	1474	1649
Wdr31	143	144	136	233
Wdr33	4967	4309	4009	4610
Wdr34	609	586	765	1321
Wdr35	1800	1169	1472	1416
Wdr36	2389	2225	3367	3320
Wdr37	1648	1257	1356	1553
Wdr38	1	0	1	3
Wdr4	1128	714	1201	1421
Wdr41	2311	1874	1942	2134
Wdr43	3315	2543	3029	2942
Wdr44	707	420	560	449
Wdr45	9203	3837	7094	5997
Wdr45b	3699	3074	4549	4311
Wdr46	1709	1473	2009	2057
Wdr47	1322	541	515	680
Wdr48	3396	2781	3183	3389
Wdr5	2858	2553	3035	2795
Wdr53	420	324	504	514
Wdr54	58	22	63	54
Wdr55	645	511	1076	1056
Wdr59	1126	950	1073	1183
Wdr5b	371	227	357	364
Wdr6	10174	9570	11727	12426
Wdr60	827	555	527	637
Wdr61	3370	2346	5918	6138
Wdr62	194	109	141	122
Wdr63	12	16	8	14
Wdr64	1	2	0	0
Wdr7	1755	1886	1511	1683
Wdr70	1425	947	1419	1414
Wdr72	16	16	33	21
Wdr73	912	709	1091	1352
Wdr74	1583	1215	2443	2649
Wdr75	1744	1379	2346	2074
Wdr76	540	406	617	515
Wdr77	2449	2257	2499	2221
Wdr78	177	84	185	114
Wdr8	803	681	1164	1354
Wdr81	3777	4147	5512	5406
Wdr82	4871	4593	3845	4848
Wdr83	1234	736	1381	1590
Wdr83os	2157	2155	3112	2789
Wdr86	69	53	60	70
Wdr89	64	41	65	85
Wdr90	884	677	720	988
Wdr91	3732	3231	4227	4747
Wdr92	731	606	802	849
Wdr93	23	13	10	26
Wdr95	1	0	0	0
Wdsub1	1375	912	1190	1427
Wdtc1	3641	3570	2774	3036
Wdyhv1	556	391	628	715
Wee1	2054	2315	2154	3375
Wee2	0	0	0	1
Wfdc1	2845	346	432	370
Wfdc10	0	1	0	0
Wfdc11	0	0	0	0
Wfdc12	3	3	2	4
Wfdc13	0	0	0	0
Wfdc15a	0	0	0	1
Wfdc15b	2	1	10	3
Wfdc16	0	0	0	0
Wfdc17	29	14	37	36
Wfdc18	0	0	0	0
Wfdc2	32926	38982	61454	79039
Wfdc21	42	19	32	53
Wfdc3	9	0	9	12
Wfdc5	44	7	22	26
Wfdc6a	0	0	0	0
Wfdc6b	0	0	0	0
Wfdc8	0	0	0	0
Wfdc9	0	0	0	0
Wfikkn1	89	56	44	76
Wfikkn2	65	35	40	41
Wfs1	1558	1294	1161	1288
Whamm	2100	1261	1261	1671
Whrn	776	691	711	915
Whsc1	4564	3676	3656	3978
Whsc1l1	5513	3977	4045	4756
Wibg	1342	903	1839	1987
Wif1	78	68	34	48
Wipf1	1189	1498	804	856
Wipf2	3181	2819	2362	2322
Wipf3	8245	2614	1917	1308
Wipi1	2311	1410	1050	1096
Wipi2	4676	4157	3983	4472
Wisp1	94	127	156	57
Wisp2	29	13	23	70
Wisp3	5	2	1	2
Wiz	3925	3395	2039	2258
Wls	30802	20813	29684	29692
Wnk1	26879	17280	12106	12465
Wnk2	67	73	38	32
Wnk3	70	48	33	32
Wnk4	1879	2378	3142	2914
Wnt1	2	0	0	0
Wnt10a	6	0	5	3
Wnt10b	2360	181	38	100
Wnt11	117	89	63	62
Wnt16	3	1	1	0
Wnt2	53	113	138	323
Wnt2b	119	40	29	47
Wnt3	5	0	5	2
Wnt3a	3563	232	102	290
Wnt4	1866	230	267	249
Wnt5a	231	279	200	185
Wnt5b	46	31	36	42
Wnt6	2	14	0	11
Wnt7a	4226	531	1530	876
Wnt7b	3892	1513	1877	1286
Wnt8a	0	0	0	0
Wnt8b	2	1	0	1
Wnt9a	1202	306	274	254
Wnt9b	0	5	1	1
Wrap53	519	415	727	573
Wrb	733	722	982	1188
Wrn	1095	766	872	1102
Wrnip1	2993	1917	2194	2986
Wsb1	5054	1882	3153	4584
Wsb2	7042	5104	7517	5997
Wscd1	35	48	25	28
Wscd2	24	36	21	32
Wt1	4	3	2	2
Wt1os	0	0	0	0
Wtap	4669	3084	3440	4107
Wtip	3702	2151	2731	3111
Wwc1	22657	14291	13416	11930
Wwc2	19970	7039	6391	5555
Wwox	717	878	1045	992
Wwp1	19252	9139	11196	11175
Wwp2	3685	4153	3346	4776
Wwtr1	12693	6940	5462	4854
Xab2	3856	3257	3572	4821
Xaf1	526	150	277	251
Xbp1	5604	5658	9479	9641
Xcl1	0	0	0	0
Xcr1	2	5	4	5
Xdh	5669	9082	8646	4914
Xiap	11333	8700	7833	7714
Xirp1	0	1	1	1
Xirp2	0	0	2	0
Xist	53153	18128	72	33093
Xk	133	132	118	143
Xkr4	2	7	5	0
Xkr5	9	9	14	11
Xkr6	44	35	43	61
Xkr7	0	0	0	0
Xkr8	219	218	191	235
Xkr9	3	0	2	0
Xkrx	20	10	4	11
Xlr	13	5	18	13
Xlr3a	4	0	16	41
Xlr3b	0	0	52	49
Xlr3c	0	0	11	9
Xlr4a	0	3	1	0
Xlr4b	3	4	20	9
Xlr4c	0	3	3	4
Xlr5a	0	0	0	0
Xlr5b	1	0	0	0
Xlr5c	0	0	0	0
Xndc1	77	50	49	109
Xntrpc	0	0	0	0
Xpa	759	390	466	666
Xpc	2066	1911	1461	1904
Xpnpep1	5435	5068	7795	6718
Xpnpep2	9	10	35	18
Xpnpep3	467	443	468	454
Xpo1	4857	3023	5455	4771
Xpo4	992	774	717	812
Xpo5	3699	3624	3712	3333
Xpo6	3696	3185	2555	2792
Xpo7	4304	3831	3644	3939
Xpot	8042	8205	7399	9318
Xpr1	3359	3289	2423	2693
Xrcc1	1875	1579	1454	1899
Xrcc2	252	207	285	337
Xrcc3	495	126	185	251
Xrcc4	662	437	861	867
Xrcc5	2980	2847	4505	4310
Xrcc6	1118	1050	2458	3155
Xrcc6bp1	293	222	411	537
Xrn1	2654	2048	1962	1635
Xrn2	12154	9923	11950	13952
Xrra1	47	8	25	12
Xxylt1	1489	978	696	987
Xylb	457	310	374	368
Xylt1	80	48	29	22
Xylt2	1537	1486	1222	1384
Yae1d1	2550	1991	4431	5436
Yaf2	1476	996	1352	1520
Yap1	8680	7295	5972	6158
Yars	2512	2214	3882	3781
Yars2	880	592	1155	1065
Ybey	283	279	334	349
Ybx1	34701	31302	55938	57194
Ybx2	114	63	61	49
Ybx3	7361	6996	8029	8517
Ydjc	67	40	60	86
Yeats2	2561	1954	1986	2058
Yeats4	4381	4241	5026	6014
Yes1	3889	2030	2633	2824
Yif1a	2367	2038	3239	3374
Yif1b	3214	1981	3345	4699
Yipf1	2860	2598	4540	4758
Yipf2	1259	1132	1467	1771
Yipf3	7756	7242	9865	11184
Yipf4	4366	2787	3799	4727
Yipf5	3009	2356	3834	3373
Yipf6	10426	8952	10420	9225
Yipf7	0	0	0	0
Ykt6	5850	4400	5580	5952
Ylpm1	3702	3121	2314	2555
Yme1l1	7606	5527	8386	8140
Yod1	902	584	824	669
Ypel1	157	79	92	121
Ypel2	1870	1547	922	1723
Ypel3	3959	2846	2701	3638
Ypel4	33	23	32	22
Ypel5	6515	4316	6880	5969
Yrdc	1804	1172	1918	1687
Ythdc1	6007	3696	3951	4647
Ythdc2	1905	1054	1282	1142
Ythdf1	4327	3536	2955	3146
Ythdf2	3904	4192	4079	5099
Ythdf3	8793	6114	7102	7187
Ywhab	17106	13397	17116	15538
Ywhae	35610	27395	41300	35935
Ywhag	7236	6345	7242	6817
Ywhah	7077	3846	7300	5422
Ywhaq	9441	7635	11792	9706
Ywhaz	21831	17730	22106	16054
Yy1	6989	5241	5804	6428
Yy2	263	111	148	170
Zadh2	5935	5912	7161	6464
Zak	4829	4827	4198	4180
Zan	66	38	30	274
Zap70	13	11	6	10
Zar1	0	0	0	0
Zar1l	0	0	0	0
Zbbx	6	0	2	1
Zbed3	1536	1730	1414	1567
Zbed4	677	579	543	543
Zbed5	285	221	358	422
Zbed6	5183	2932	2418	2274
Zbp1	16	23	40	26
Zbtb1	1651	1037	1187	1198
Zbtb10	1136	952	734	1007
Zbtb11	1244	837	1018	1160
Zbtb11os1	134	105	131	179
Zbtb12	698	694	547	718
Zbtb14	1319	1235	866	1134
Zbtb16	881	685	472	242
Zbtb17	1784	1444	2020	2106
Zbtb18	4454	2895	3252	2743
Zbtb2	1095	1060	916	1087
Zbtb20	381	321	164	209
Zbtb21	1351	945	978	1167
Zbtb22	4105	3845	3420	4097
Zbtb24	1426	1019	1180	1582
Zbtb25	273	138	195	179
Zbtb26	424	281	252	338
Zbtb3	76	54	65	109
Zbtb32	139	60	77	74
Zbtb33	2002	1659	1619	1568
Zbtb34	2041	1804	1316	1268
Zbtb37	440	317	388	485
Zbtb38	2969	3430	2530	2511
Zbtb39	1475	1548	955	1068
Zbtb4	7894	6758	4415	6157
Zbtb40	726	546	739	701
Zbtb41	2542	1480	1852	1606
Zbtb42	2460	3067	2928	3264
Zbtb43	1483	1110	1137	1241
Zbtb44	3310	2661	2012	2257
Zbtb45	720	713	731	909
Zbtb46	177	196	140	167
Zbtb48	1211	990	1262	1119
Zbtb49	472	262	314	521
Zbtb5	1573	1259	826	1021
Zbtb6	977	769	682	606
Zbtb7a	6911	6460	4823	5863
Zbtb7b	4238	4192	5108	5181
Zbtb7c	38	38	29	55
Zbtb8a	927	683	546	627
Zbtb8b	293	77	39	55
Zbtb8os	761	544	1029	1058
Zbtb9	945	837	1059	1200
Zc2hc1a	2750	1382	1658	1636
Zc2hc1b	0	0	0	0
Zc2hc1c	387	168	158	123
Zc3h10	1069	917	999	1298
Zc3h11a	15278	8745	9303	9314
Zc3h12a	2559	3175	642	651
Zc3h12b	39	24	34	21
Zc3h12c	1572	1057	834	890
Zc3h12d	33	58	50	53
Zc3h13	3918	2903	2437	2820
Zc3h14	6449	5882	8184	7964
Zc3h15	3649	2324	3645	3490
Zc3h18	5357	4984	4273	5499
Zc3h3	696	604	432	536
Zc3h4	4636	4087	2693	2935
Zc3h6	1161	774	543	782
Zc3h7a	4838	1535	2355	2551
Zc3h7b	12129	9376	6514	7489
Zc3h8	393	187	261	372
Zc3hav1	2159	1684	1941	2013
Zc3hav1l	824	585	284	428
Zc3hc1	960	648	1181	1298
Zc4h2	309	146	248	263
Zcchc10	463	354	452	399
Zcchc11	3600	2377	2558	3058
Zcchc12	6	3	6	1
Zcchc13	0	0	0	0
Zcchc14	4636	4015	2302	3144
Zcchc16	0	1	0	1
