FIPS,State,"County, State",2010 Food Insecurity Rate, Number of Food Insecure Persons in 2010 ,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ≤ Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,2010 Child food insecurity rate, Number of Food Insecure Children in 2010  ,% food insecure children in HH w/ HH incomes below 185 FPL,% of food insecure children in HH w/ HH incomes above 185 FPL, 2010 Cost Per Meal , 2010 Weighted Annual Food Budget Shortfall ,
34005,NJ,"Burlington County, New Jersey",11.9%," 53,440 ",185.0%,"SNAP, Other Nutrition Programs",185.0%,"SNAP, Other Nutrition Programs",34.6%,N/A,65.4%,13.8%," 14,440 ",44%,56%, $2.56 ," $23,548,430 ",
34007,NJ,"Camden County, New Jersey",14.6%," 74,770 ",185.0%,"SNAP, Other Nutrition Programs",185.0%,"SNAP, Other Nutrition Programs",53.8%,N/A,46.2%,18.3%," 23,070 ",68%,32%, $2.71 ," $34,878,060 ",
34009,NJ,"Cape May County, New Jersey",13.8%," 13,510 ",185.0%,"SNAP, Other Nutrition Programs",185.0%,"SNAP, Other Nutrition Programs",53.5%,N/A,46.5%,19.4%," 3,630 ",57%,43%, $3.10 ," $7,208,960 ",
34011,NJ,"Cumberland County, New Jersey",17.1%," 26,570 ",185.0%,"SNAP, Other Nutrition Programs",185.0%,"SNAP, Other Nutrition Programs",63.2%,N/A,36.8%,23.8%," 8,840 ",75%,25%, $2.41 ," $11,022,100 ",
34013,NJ,"Essex County, New Jersey",18.0%," 140,770 ",185.0%,"SNAP, Other Nutrition Programs",185.0%,"SNAP, Other Nutrition Programs",55.7%,N/A,44.3%,17.0%," 32,960 ",85%,16%, $3.01 ," $72,934,370 ",
34015,NJ,"Gloucester County, New Jersey",12.4%," 35,290 ",185.0%,"SNAP, Other Nutrition Programs",185.0%,"SNAP, Other Nutrition Programs",42.6%,N/A,57.4%,16.1%," 11,290 ",49%,52%, $2.47 ," $15,003,900 ",
34017,NJ,"Hudson County, New Jersey",13.6%," 84,700 ",185.0%,"SNAP, Other Nutrition Programs",185.0%,"SNAP, Other Nutrition Programs",76.5%,N/A,23.5%,22.9%," 29,620 ",74%,26%, $2.53 ," $36,885,830 ",
34019,NJ,"Hunterdon County, New Jersey",8.3%," 10,690 ",185.0%,"SNAP, Other Nutrition Programs",185.0%,"SNAP, Other Nutrition Programs",32.6%,N/A,67.4%,12.7%," 3,940 ",26%,74%, $2.87 ," $5,280,990 ",
34021,NJ,"Mercer County, New Jersey",12.4%," 45,090 ",185.0%,"SNAP, Other Nutrition Programs",185.0%,"SNAP, Other Nutrition Programs",51.5%,N/A,48.5%,14.7%," 12,190 ",68%,32%, $2.64 ," $20,489,900 ",
34023,NJ,"Middlesex County, New Jersey",10.8%," 86,080 ",185.0%,"SNAP, Other Nutrition Programs",185.0%,"SNAP, Other Nutrition Programs",47.0%,N/A,53.0%,15.7%," 28,690 ",47%,53%, $2.57 ," $38,079,480 ",
34025,NJ,"Monmouth County, New Jersey",10.6%," 66,630 ",185.0%,"SNAP, Other Nutrition Programs",185.0%,"SNAP, Other Nutrition Programs",44.2%,N/A,55.8%,14.8%," 22,640 ",45%,55%, $2.67 ," $30,622,220 ",
34027,NJ,"Morris County, New Jersey",8.3%," 40,880 ",185.0%,"SNAP, Other Nutrition Programs",185.0%,"SNAP, Other Nutrition Programs",35.1%,N/A,64.9%,13.0%," 15,360 ",30%,70%, $2.79 ," $19,632,280 ",
34029,NJ,"Ocean County, New Jersey",12.2%," 69,300 ",185.0%,"SNAP, Other Nutrition Programs",185.0%,"SNAP, Other Nutrition Programs",55.9%,N/A,44.1%,19.6%," 25,670 ",62%,38%, $2.60 ," $31,014,320 ",
34031,NJ,"Passaic County, New Jersey",14.2%," 70,210 ",185.0%,"SNAP, Other Nutrition Programs",185.0%,"SNAP, Other Nutrition Programs",71.4%,N/A,28.6%,23.2%," 28,500 ",71%,29%, $2.63 ," $31,784,130 ",
34033,NJ,"Salem County, New Jersey",14.6%," 9,640 ",185.0%,"SNAP, Other Nutrition Programs",185.0%,"SNAP, Other Nutrition Programs",53.4%,N/A,46.6%,18.6%," 2,890 ",70%,30%, $2.97 ," $4,928,210 ",
34035,NJ,"Somerset County, New Jersey",8.9%," 28,320 ",185.0%,"SNAP, Other Nutrition Programs",185.0%,"SNAP, Other Nutrition Programs",33.2%,N/A,66.8%,12.4%," 9,910 ",32%,68%, $2.92 ," $14,234,160 ",
34037,NJ,"Sussex County, New Jersey",10.2%," 15,280 ",185.0%,"SNAP, Other Nutrition Programs",185.0%,"SNAP, Other Nutrition Programs",36.5%,N/A,63.5%,15.8%," 5,810 ",36%,64%, $2.88 ," $7,574,810 ",
34039,NJ,"Union County, New Jersey",12.9%," 68,480 ",185.0%,"SNAP, Other Nutrition Programs",185.0%,"SNAP, Other Nutrition Programs",54.3%,N/A,45.7%,16.1%," 20,750 ",64%,36%, $2.58 ," $30,411,590 ",
34041,NJ,"Warren County, New Jersey",10.9%," 11,870 ",185.0%,"SNAP, Other Nutrition Programs",185.0%,"SNAP, Other Nutrition Programs",44.4%,N/A,55.6%,16.5%," 4,310 ",45%,55%, $2.88 ," $5,884,350 ",
35001,NM,"Bernalillo County, New Mexico",16.6%," 107,340 ",165.0%,SNAP,185.0%,Other Nutrition Program,59.0%,7.2%,33.8%,25.3%," 38,830 ",64%,36%, $2.35 ," $43,419,530 ",
35003,NM,"Catron County, New Mexico",18.6%, 680 ,165.0%,SNAP,185.0%,Other Nutrition Program,68.6%,10.7%,20.7%,28.2%, 110 ,78%,22%, $2.42 ," $283,260 ",
35005,NM,"Chaves County, New Mexico",17.4%," 11,160 ",165.0%,SNAP,185.0%,Other Nutrition Program,74.8%,9.9%,15.3%,27.1%," 4,740 ",77%,23%, $2.28 ," $4,379,800 ",
35006,NM,"Cibola County, New Mexico",18.6%," 5,060 ",165.0%,SNAP,185.0%,Other Nutrition Program,74.1%,5.8%,20.2%,28.0%," 1,960 ",87%,13%, $2.32 ," $2,020,660 ",
35007,NM,"Colfax County, New Mexico",16.9%," 2,340 ",165.0%,SNAP,185.0%,Other Nutrition Program,67.1%,9.3%,23.5%,26.2%, 750 ,81%,19%, $2.84 ," $1,143,900 ",
35009,NM,"Curry County, New Mexico",16.7%," 7,860 ",165.0%,SNAP,185.0%,Other Nutrition Program,72.8%,6.7%,20.5%,24.0%," 3,020 ",83%,17%, $2.45 ," $3,314,700 ",
35011,NM,"De Baca County, New Mexico",16.9%, 300 ,165.0%,SNAP,185.0%,Other Nutrition Program,79.7%,10.2%,10.1%,28.8%, 100 ,78%,22%, $2.37 ," $122,380 ",
35013,NM,"Do¤a Ana County, New Mexico",17.6%," 35,570 ",165.0%,SNAP,185.0%,Other Nutrition Program,81.5%,8.3%,10.2%,30.1%," 16,190 ",75%,26%, $2.39 ," $14,633,140 ",
35015,NM,"Eddy County, New Mexico",14.5%," 7,610 ",165.0%,SNAP,185.0%,Other Nutrition Program,66.2%,9.4%,24.4%,21.4%," 2,870 ",78%,22%, $2.43 ," $3,183,070 ",
35017,NM,"Grant County, New Mexico",17.9%," 5,310 ",165.0%,SNAP,185.0%,Other Nutrition Program,64.8%,12.7%,22.6%,28.1%," 1,770 ",75%,25%, $2.51 ," $2,294,160 ",
35019,NM,"Guadalupe County, New Mexico",19.7%, 930 ,165.0%,SNAP,185.0%,Other Nutrition Program,62.1%,12.3%,25.6%,36.2%, 320 ,73%,27%, $2.84 ," $454,630 ",
35021,NM,"Harding County, New Mexico",15.7%, 150 ,165.0%,SNAP,185.0%,Other Nutrition Program,50.7%,2.1%,47.2%,18.1%, 60 ,26%,74%, $2.37 ," $61,190 ",
35023,NM,"Hidalgo County, New Mexico",17.4%, 860 ,165.0%,SNAP,185.0%,Other Nutrition Program,76.5%,3.2%,20.3%,28.9%, 380 ,70%,30%, $3.55 ," $525,510 ",
35025,NM,"Lea County, New Mexico",16.7%," 10,450 ",165.0%,SNAP,185.0%,Other Nutrition Program,66.5%,8.2%,25.4%,24.9%," 4,420 ",73%,28%, $2.49 ," $4,478,900 ",
35027,NM,"Lincoln County, New Mexico",15.5%," 3,170 ",165.0%,SNAP,185.0%,Other Nutrition Program,64.2%,7.1%,28.6%,23.3%, 920 ,86%,14%, $2.36 ," $1,287,740 ",
35028,NM,"Los Alamos County, New Mexico",10.7%," 1,940 ",165.0%,SNAP,185.0%,Other Nutrition Program,15.4%,3.6%,81.0%,12.5%, 550 ,29%,71%, $3.10 ," $1,035,190 ",
35029,NM,"Luna County, New Mexico",27.0%," 6,820 ",165.0%,SNAP,185.0%,Other Nutrition Program,78.7%,10.8%,10.5%,43.6%," 3,010 ",81%,19%, $2.36 ," $2,770,460 ",
35031,NM,"McKinley County, New Mexico",23.4%," 16,560 ",165.0%,SNAP,185.0%,Other Nutrition Program,79.1%,7.7%,13.2%,31.9%," 7,260 ",92%,8%, $2.42 ," $6,898,130 ",
35033,NM,"Mora County, New Mexico",18.4%, 910 ,165.0%,SNAP,185.0%,Other Nutrition Program,62.5%,6.9%,30.6%,28.3%, 300 ,61%,39%, $2.40 ," $375,930 ",
35035,NM,"Otero County, New Mexico",17.9%," 11,210 ",165.0%,SNAP,185.0%,Other Nutrition Program,66.9%,6.7%,26.5%,25.6%," 3,940 ",77%,23%, $2.33 ," $4,495,910 ",
35037,NM,"Quay County, New Mexico",18.4%," 1,660 ",165.0%,SNAP,185.0%,Other Nutrition Program,76.3%,9.8%,13.9%,28.5%, 550 ,78%,22%, $2.78 ," $794,340 ",
35039,NM,"Rio Arriba County, New Mexico",16.3%," 6,540 ",165.0%,SNAP,185.0%,Other Nutrition Program,70.2%,10.7%,19.0%,25.6%," 2,550 ",68%,32%, $2.37 ," $2,667,970 ",
35041,NM,"Roosevelt County, New Mexico",17.0%," 3,300 ",165.0%,SNAP,185.0%,Other Nutrition Program,78.7%,8.9%,12.5%,24.5%," 1,190 ",88%,12%, $2.36 ," $1,340,550 ",
35043,NM,"Sandoval County, New Mexico",16.6%," 20,570 ",165.0%,SNAP,185.0%,Other Nutrition Program,49.4%,6.9%,43.7%,22.3%," 7,380 ",62%,38%, $2.50 ," $8,851,770 ",
35045,NM,"San Juan County, New Mexico",19.9%," 25,310 ",165.0%,SNAP,185.0%,Other Nutrition Program,62.7%,6.1%,31.3%,27.0%," 9,910 ",73%,27%, $2.33 ," $10,150,880 ",
35047,NM,"San Miguel County, New Mexico",17.3%," 5,080 ",165.0%,SNAP,185.0%,Other Nutrition Program,76.9%,8.5%,14.6%,29.0%," 1,890 ",68%,32%, $2.36 ," $2,063,630 ",
35049,NM,"Santa Fe County, New Mexico",14.9%," 21,100 ",165.0%,SNAP,185.0%,Other Nutrition Program,57.0%,7.5%,35.5%,24.3%," 7,310 ",63%,37%, $2.50 ," $9,079,840 ",
35051,NM,"Sierra County, New Mexico",18.3%," 2,180 ",165.0%,SNAP,185.0%,Other Nutrition Program,81.5%,6.4%,12.0%,26.6%, 560 ,89%,11%, $2.35 ," $881,820 ",
35053,NM,"Socorro County, New Mexico",17.6%," 3,170 ",165.0%,SNAP,185.0%,Other Nutrition Program,74.9%,8.6%,16.5%,27.3%," 1,190 ",75%,25%, $2.36 ," $1,287,740 ",
35055,NM,"Taos County, New Mexico",17.4%," 5,660 ",165.0%,SNAP,185.0%,Other Nutrition Program,66.6%,11.8%,21.6%,29.2%," 1,950 ",73%,27%, $2.91 ," $2,835,080 ",
35057,NM,"Torrance County, New Mexico",19.1%," 3,140 ",165.0%,SNAP,185.0%,Other Nutrition Program,63.0%,8.8%,28.2%,29.5%," 1,190 ",73%,28%, $2.54 ," $1,372,840 ",
35059,NM,"Union County, New Mexico",14.7%, 640 ,165.0%,SNAP,185.0%,Other Nutrition Program,72.6%,11.0%,16.4%,18.6%, 220 ,88%,12%, $2.73 ," $300,740 ",
35061,NM,"Valencia County, New Mexico",18.0%," 13,390 ",165.0%,SNAP,185.0%,Other Nutrition Program,67.0%,10.3%,22.8%,29.5%," 5,810 ",70%,30%, $2.34 ," $5,393,270 ",
36001,NY,"Albany County, New York",12.1%," 36,750 ",130.0%,SNAP,185.0%,Other Nutrition Program,38.5%,13.3%,48.2%,16.6%," 10,070 ",56%,44%, $2.67 ," $16,889,790 ",
36003,NY,"Allegany County, New York",13.6%," 6,680 ",130.0%,SNAP,185.0%,Other Nutrition Program,48.0%,20.1%,31.9%,23.3%," 2,450 ",68%,32%, $2.78 ," $3,196,520 ",
36005,NY,"Bronx County, New York",20.1%," 275,030 ",130.0%,SNAP,185.0%,Other Nutrition Program,59.8%,21.3%,19.0%,29.1%," 106,000 ",75%,25%, $2.72 ," $128,767,010 ",
36007,NY,"Broome County, New York",13.2%," 26,550 ",130.0%,SNAP,185.0%,Other Nutrition Program,44.4%,20.5%,35.1%,21.6%," 8,810 ",64%,36%, $2.44 ," $11,150,900 ",
36009,NY,"Cattaraugus County, New York",13.3%," 10,730 ",130.0%,SNAP,185.0%,Other Nutrition Program,48.7%,24.3%,27.0%,23.6%," 4,390 ",70%,30%, $2.27 ," $4,192,580 ",
36011,NY,"Cayuga County, New York",12.0%," 9,660 ",130.0%,SNAP,185.0%,Other Nutrition Program,38.9%,22.2%,38.8%,21.0%," 3,630 ",62%,38%, $2.37 ," $3,940,770 ",
36013,NY,"Chautauqua County, New York",13.3%," 17,980 ",130.0%,SNAP,185.0%,Other Nutrition Program,48.5%,23.6%,27.9%,23.7%," 6,940 ",66%,35%, $2.29 ," $7,087,300 ",
36015,NY,"Chemung County, New York",13.2%," 11,680 ",130.0%,SNAP,185.0%,Other Nutrition Program,45.1%,21.4%,33.5%,22.5%," 4,420 ",68%,33%, $2.29 ," $4,603,990 ",
36017,NY,"Chenango County, New York",12.6%," 6,430 ",130.0%,SNAP,185.0%,Other Nutrition Program,44.0%,27.7%,28.3%,21.5%," 2,540 ",65%,35%, $2.47 ," $2,733,780 ",
36019,NY,"Clinton County, New York",13.5%," 11,140 ",130.0%,SNAP,185.0%,Other Nutrition Program,38.8%,18.5%,42.7%,21.4%," 3,380 ",56%,44%, $2.38 ," $4,563,710 ",
36021,NY,"Columbia County, New York",10.8%," 6,820 ",130.0%,SNAP,185.0%,Other Nutrition Program,35.7%,19.8%,44.6%,17.8%," 2,150 ",54%,46%, $2.46 ," $2,887,850 ",
36023,NY,"Cortland County, New York",12.8%," 6,310 ",130.0%,SNAP,185.0%,Other Nutrition Program,43.3%,18.4%,38.3%,20.3%," 2,110 ",61%,39%, $2.43 ," $2,639,320 ",
36025,NY,"Delaware County, New York",12.3%," 5,930 ",130.0%,SNAP,185.0%,Other Nutrition Program,43.4%,25.5%,31.2%,21.0%," 1,970 ",69%,32%, $2.80 ," $2,858,040 ",
36027,NY,"Dutchess County, New York",10.8%," 31,910 ",130.0%,SNAP,185.0%,Other Nutrition Program,29.3%,14.4%,56.3%,16.4%," 11,010 ",44%,56%, $2.69 ," $14,775,250 ",
36029,NY,"Erie County, New York",13.4%," 123,450 ",130.0%,SNAP,185.0%,Other Nutrition Program,41.7%,16.5%,41.7%,19.0%," 38,400 ",63%,37%, $2.46 ," $52,273,530 ",
36031,NY,"Essex County, New York",12.7%," 5,020 ",130.0%,SNAP,185.0%,Other Nutrition Program,37.8%,21.4%,40.8%,21.8%," 1,650 ",58%,42%, $2.46 ," $2,125,660 ",
36033,NY,"Franklin County, New York",13.4%," 6,920 ",130.0%,SNAP,185.0%,Other Nutrition Program,44.2%,19.3%,36.5%,20.8%," 2,190 ",69%,31%, $2.27 ," $2,703,880 ",
36035,NY,"Fulton County, New York",14.3%," 7,930 ",130.0%,SNAP,185.0%,Other Nutrition Program,47.8%,21.8%,30.4%,24.4%," 2,990 ",67%,33%, $2.40 ," $3,275,970 ",
36037,NY,"Genesee County, New York",11.2%," 6,720 ",130.0%,SNAP,185.0%,Other Nutrition Program,40.3%,22.9%,36.8%,19.3%," 2,590 ",58%,42%, $2.33 ," $2,695,140 ",
36039,NY,"Greene County, New York",12.6%," 6,220 ",130.0%,SNAP,185.0%,Other Nutrition Program,39.1%,20.7%,40.2%,20.3%," 1,930 ",59%,41%, $2.57 ," $2,751,560 ",
36041,NY,"Hamilton County, New York",11.1%, 540 ,130.0%,SNAP,185.0%,Other Nutrition Program,34.1%,26.2%,39.7%,16.6%, 130 ,61%,39%, $2.51 ," $233,300 ",
36043,NY,"Herkimer County, New York",12.0%," 7,710 ",130.0%,SNAP,185.0%,Other Nutrition Program,47.6%,26.7%,25.7%,20.7%," 2,970 ",68%,32%, $2.28 ," $3,025,830 ",
36045,NY,"Jefferson County, New York",13.4%," 15,470 ",130.0%,SNAP,185.0%,Other Nutrition Program,46.9%,23.2%,30.0%,22.2%," 6,220 ",68%,32%, $2.25 ," $5,991,400 ",
36047,NY,"Kings County, New York",18.4%," 454,190 ",130.0%,SNAP,185.0%,Other Nutrition Program,54.6%,15.7%,29.7%,22.7%," 133,620 ",79%,21%, $2.63 ," $205,612,230 ",
36049,NY,"Lewis County, New York",13.0%," 3,510 ",130.0%,SNAP,185.0%,Other Nutrition Program,45.8%,27.7%,26.5%,22.9%," 1,510 ",69%,31%, $2.38 ," $1,437,940 ",
36051,NY,"Livingston County, New York",12.0%," 7,840 ",130.0%,SNAP,185.0%,Other Nutrition Program,36.7%,17.7%,45.6%,19.3%," 2,520 ",50%,50%, $2.37 ," $3,198,310 ",
36053,NY,"Madison County, New York",11.2%," 8,160 ",130.0%,SNAP,185.0%,Other Nutrition Program,37.1%,21.5%,41.5%,19.1%," 3,040 ",58%,42%, $2.41 ," $3,385,030 ",
36055,NY,"Monroe County, New York",13.2%," 97,690 ",130.0%,SNAP,185.0%,Other Nutrition Program,41.8%,15.4%,42.8%,18.0%," 30,620 ",64%,36%, $2.45 ," $41,197,590 ",
36057,NY,"Montgomery County, New York",13.1%," 6,520 ",130.0%,SNAP,185.0%,Other Nutrition Program,45.7%,27.9%,26.4%,24.3%," 2,830 ",66%,34%, $2.39 ," $2,682,260 ",
36059,NY,"Nassau County, New York",9.0%," 119,350 ",130.0%,SNAP,185.0%,Other Nutrition Program,23.0%,14.5%,62.5%,13.6%," 42,630 ",34%,67%, $2.98 ," $61,220,140 ",
36061,NY,"New York County, New York",13.1%," 206,770 ",130.0%,SNAP,185.0%,Other Nutrition Program,49.5%,16.4%,34.1%,21.3%," 50,670 ",63%,37%, $3.91 ," $139,161,760 ",
36063,NY,"Niagara County, New York",13.1%," 28,280 ",130.0%,SNAP,185.0%,Other Nutrition Program,40.9%,19.0%,40.1%,20.1%," 9,450 ",61%,39%, $2.34 ," $11,390,710 ",
36065,NY,"Oneida County, New York",12.5%," 29,220 ",130.0%,SNAP,185.0%,Other Nutrition Program,45.0%,20.3%,34.7%,21.7%," 11,030 ",64%,36%, $2.46 ," $12,372,880 ",
36067,NY,"Onondaga County, New York",12.8%," 59,460 ",130.0%,SNAP,185.0%,Other Nutrition Program,41.7%,16.4%,41.8%,18.7%," 20,150 ",61%,39%, $2.43 ," $24,870,630 ",
36069,NY,"Ontario County, New York",10.3%," 10,920 ",130.0%,SNAP,185.0%,Other Nutrition Program,35.4%,19.2%,45.4%,17.4%," 4,230 ",52%,49%, $2.36 ," $4,435,990 ",
36071,NY,"Orange County, New York",11.3%," 41,910 ",130.0%,SNAP,185.0%,Other Nutrition Program,36.5%,17.4%,46.0%,19.2%," 19,420 ",51%,49%, $2.53 ," $18,251,300 ",
36073,NY,"Orleans County, New York",13.2%," 5,700 ",130.0%,SNAP,185.0%,Other Nutrition Program,35.9%,26.3%,37.8%,20.7%," 1,980 ",68%,33%, $2.22 ," $2,178,130 ",
36075,NY,"Oswego County, New York",14.0%," 17,050 ",130.0%,SNAP,185.0%,Other Nutrition Program,43.1%,22.9%,34.0%,23.0%," 6,530 ",62%,38%, $2.31 ," $6,779,410 ",
36077,NY,"Otsego County, New York",12.0%," 7,540 ",130.0%,SNAP,185.0%,Other Nutrition Program,46.5%,22.0%,31.4%,19.7%," 2,330 ",64%,36%, $2.47 ," $3,205,710 ",
36079,NY,"Putnam County, New York",8.5%," 8,490 ",130.0%,SNAP,185.0%,Other Nutrition Program,27.5%,14.0%,58.5%,14.3%," 3,450 ",24%,76%, $3.13 ," $4,574,120 ",
36081,NY,"Queens County, New York",12.7%," 279,670 ",130.0%,SNAP,185.0%,Other Nutrition Program,43.7%,23.4%,32.9%,18.8%," 85,540 ",66%,34%, $2.73 ," $131,420,820 ",
36083,NY,"Rensselaer County, New York",11.5%," 18,290 ",130.0%,SNAP,185.0%,Other Nutrition Program,38.5%,17.3%,44.2%,18.8%," 6,390 ",54%,46%, $2.70 ," $8,500,280 ",
36085,NY,"Richmond County, New York",11.4%," 53,060 ",130.0%,SNAP,185.0%,Other Nutrition Program,36.3%,15.6%,48.1%,18.3%," 19,850 ",49%,51%, $2.91 ," $26,577,610 ",
36087,NY,"Rockland County, New York",10.8%," 32,970 ",130.0%,SNAP,185.0%,Other Nutrition Program,39.9%,16.0%,44.1%,17.6%," 15,030 ",54%,46%, $2.68 ," $15,209,310 ",
36089,NY,"St. Lawrence County, New York",14.7%," 16,410 ",130.0%,SNAP,185.0%,Other Nutrition Program,43.0%,18.7%,38.3%,24.3%," 5,690 ",61%,39%, $2.35 ," $6,637,920 ",
36091,NY,"Saratoga County, New York",9.0%," 19,660 ",130.0%,SNAP,185.0%,Other Nutrition Program,28.3%,19.3%,52.3%,15.1%," 7,490 ",38%,62%, $2.73 ," $9,238,510 ",
36093,NY,"Schenectady County, New York",11.7%," 17,990 ",130.0%,SNAP,185.0%,Other Nutrition Program,39.2%,16.6%,44.2%,17.7%," 6,240 ",59%,41%, $2.68 ," $8,298,920 ",
36095,NY,"Schoharie County, New York",12.2%," 4,000 ",130.0%,SNAP,185.0%,Other Nutrition Program,38.3%,18.9%,42.8%,19.8%," 1,340 ",56%,44%, $2.46 ," $1,693,760 ",
36097,NY,"Schuyler County, New York",10.9%," 2,030 ",130.0%,SNAP,185.0%,Other Nutrition Program,36.1%,27.7%,36.3%,18.2%, 720 ,65%,35%, $2.40 ," $838,620 ",
36099,NY,"Seneca County, New York",12.2%," 4,320 ",130.0%,SNAP,185.0%,Other Nutrition Program,44.4%,21.1%,34.6%,21.6%," 1,640 ",71%,29%, $2.19 ," $1,628,480 ",
36101,NY,"Steuben County, New York",13.3%," 13,090 ",130.0%,SNAP,185.0%,Other Nutrition Program,46.0%,24.2%,29.8%,21.6%," 5,060 ",65%,35%, $2.40 ," $5,407,620 ",
36103,NY,"Suffolk County, New York",9.1%," 135,200 ",130.0%,SNAP,185.0%,Other Nutrition Program,24.8%,16.9%,58.3%,15.1%," 54,110 ",35%,65%, $2.89 ," $67,255,870 ",
36105,NY,"Sullivan County, New York",13.7%," 10,630 ",130.0%,SNAP,185.0%,Other Nutrition Program,48.4%,21.5%,30.1%,22.5%," 3,940 ",64%,37%, $2.29 ," $4,190,100 ",
36107,NY,"Tioga County, New York",10.8%," 5,570 ",130.0%,SNAP,185.0%,Other Nutrition Program,38.1%,26.9%,34.9%,18.8%," 2,260 ",63%,38%, $2.72 ," $2,607,830 ",
36109,NY,"Tompkins County, New York",12.0%," 12,110 ",130.0%,SNAP,185.0%,Other Nutrition Program,44.5%,15.6%,39.9%,16.3%," 2,540 ",58%,42%, $2.82 ," $5,878,260 ",
36111,NY,"Ulster County, New York",11.5%," 21,030 ",130.0%,SNAP,185.0%,Other Nutrition Program,37.4%,18.0%,44.5%,18.7%," 6,940 ",51%,49%, $2.54 ," $9,194,510 ",
36113,NY,"Warren County, New York",11.2%," 7,380 ",130.0%,SNAP,185.0%,Other Nutrition Program,36.0%,19.8%,44.3%,19.0%," 2,600 ",49%,51%, $2.57 ," $3,264,710 ",
36115,NY,"Washington County, New York",11.4%," 7,200 ",130.0%,SNAP,185.0%,Other Nutrition Program,39.6%,23.6%,36.8%,20.1%," 2,700 ",65%,35%, $2.91 ," $3,606,460 ",
36117,NY,"Wayne County, New York",11.9%," 11,160 ",130.0%,SNAP,185.0%,Other Nutrition Program,37.5%,22.1%,40.4%,20.1%," 4,500 ",56%,44%, $2.29 ," $4,399,010 ",
36119,NY,"Westchester County, New York",10.1%," 94,500 ",130.0%,SNAP,185.0%,Other Nutrition Program,33.1%,15.9%,51.0%,15.3%," 34,500 ",45%,55%, $2.82 ," $45,870,830 ",
36121,NY,"Wyoming County, New York",12.5%," 5,310 ",130.0%,SNAP,185.0%,Other Nutrition Program,36.2%,20.4%,43.4%,20.6%," 1,820 ",60%,40%, $2.59 ," $2,367,280 ",
36123,NY,"Yates County, New York",11.3%," 2,850 ",130.0%,SNAP,185.0%,Other Nutrition Program,50.0%,23.8%,26.2%,21.3%," 1,320 ",71%,29%, $2.05 ," $1,005,670 ",
37001,NC,"Alamance County, North Carolina",17.9%," 26,290 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",67.5%,N/A,32.5%,27.4%," 9,490 ",64%,36%, $2.49 ," $11,267,970 ",
37003,NC,"Alexander County, North Carolina",17.5%," 6,440 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",69.1%,N/A,30.9%,29.0%," 2,440 ",59%,41%, $2.45 ," $2,715,860 ",
37005,NC,"Alleghany County, North Carolina",18.6%," 2,060 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",84.6%,N/A,15.4%,33.1%, 660 ,69%,31%, $2.73 ," $968,020 ",
37007,NC,"Anson County, North Carolina",25.1%," 6,730 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",65.5%,N/A,34.5%,27.2%," 1,660 ",87%,13%, $2.43 ," $2,814,990 ",
37009,NC,"Ashe County, North Carolina",17.2%," 4,610 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",83.1%,N/A,16.9%,30.4%," 1,580 ",71%,30%, $2.49 ," $1,975,860 ",
37011,NC,"Avery County, North Carolina",16.7%," 2,990 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",72.0%,N/A,28.0%,29.2%, 910 ,71%,29%, $3.02 ," $1,554,300 ",
37013,NC,"Beaufort County, North Carolina",19.3%," 9,110 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",68.6%,N/A,31.4%,25.9%," 2,730 ",71%,29%, $2.51 ," $3,935,930 ",
37015,NC,"Bertie County, North Carolina",25.5%," 5,340 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",74.3%,N/A,25.7%,26.2%," 1,200 ",99%,1%, $2.48 ," $2,279,550 ",
37017,NC,"Bladen County, North Carolina",22.7%," 7,860 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",79.8%,N/A,20.2%,28.5%," 2,330 ",82%,18%, $2.53 ," $3,422,940 ",
37019,NC,"Brunswick County, North Carolina",16.5%," 16,860 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",63.7%,N/A,36.3%,26.3%," 5,040 ",67%,33%, $2.61 ," $7,574,500 ",
37021,NC,"Buncombe County, North Carolina",14.4%," 33,560 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",68.5%,N/A,31.5%,24.8%," 11,800 ",60%,40%, $2.49 ," $14,383,910 ",
37023,NC,"Burke County, North Carolina",18.5%," 16,790 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",74.5%,N/A,25.5%,28.8%," 5,750 ",67%,33%, $2.37 ," $6,849,430 ",
